en,de,description,file,hash
Quarter,Viertel,,site/modules/Relay/Relay.module.php,b25cde1e74f3d27f678c2e309e06102e
Quarter calendar,Viertelkalender,,site/modules/Relay/Relay.module.php,07077e5577bf3b7664ff7ca6b9d9badb
Readiness,Bereitschaft,,site/modules/Relay/Relay.module.php,7236964cf567c0cdefc5aca8def85044
Reading is direct; changing data is deliberate,Das Lesen ist direkt; Das Ändern von Daten ist absichtlich,,site/modules/Relay/Relay.module.php,8af38c119c4181af57682d2b90b67d76
Read schedule data or run an explicit write command from the ProcessWire host with JSON input and output.,Lesen Sie Zeitplandaten oder führen Sie einen expliziten Schreibbefehl vom ProcessWire-Host mit JSON-Eingabe und -Ausgabe aus.,,site/modules/Relay/Relay.module.php,5a6abfdec389c6d18190138bac698807
Ready,Bereit,,site/modules/Relay/Relay.module.php,e7d31fc0602fb2ede144d18cdffd816b
Recipients,Empfänger,,site/modules/Relay/Relay.module.php,5959cf158e76f7c6f27bff2917ee05b1
Requested by,Angefordert von,,site/modules/Relay/Relay.module.php,aeaf08746080e6e79b89c08174a2e279
Request failed.,Die Anfrage ist fehlgeschlagen.,,site/modules/Relay/Relay.module.php,52c1432f44aebb8c91042d5403ef378b
Requires an authenticated actor with relay-api and relay-manage. This setting alone creates no HTTP route.,Erfordert einen authentifizierten Akteur mit relay-api und relay-manage. Diese Einstellung allein erstellt keine HTTP-Route.,,site/modules/Relay/Relay.module.php,006c98c53ba58e195e03a23ee7b90d19
Reschedule,Neu planen,,site/modules/Relay/Relay.module.php,4d71f6e4d505e2025e99a24491603763
Rescheduled,Verschoben,,site/modules/Relay/Relay.module.php,5d9213fc51a33bdcf4ea64ca0e6bf3ff
Resolved worker,Entschlossener Arbeiter,,site/modules/Relay/Relay.module.php,d7b756bab3cd854eb0074b7353f22628
Restricted page,Eingeschränkte Seite,,site/modules/Relay/Relay.module.php,74fba10d490b0e79128d4556d1fab9a2
REST routes,REST-Routen,,site/modules/Relay/Relay.module.php,0e1dd55276c7cc41ed8b90fd98b21999
Review before installing,Überprüfen Sie es vor der Installation,,site/modules/Relay/Relay.module.php,2855cd389ae46f7150a74786c46cfbaa
Review boundary,Überprüfen Sie die Grenze,,site/modules/Relay/Relay.module.php,af14605022be44ba7700df309cff9c62
"Review every action in the selected quarter, grouped by its current workflow status.","Überprüfen Sie jede Aktion im ausgewählten Quartal, gruppiert nach ihrem aktuellen Workflow-Status.",,site/modules/Relay/Relay.module.php,ce45fc23baf863964adfb9ba188b1938
Review every field before scheduling. Nothing has been saved.,Überprüfen Sie jedes Feld vor der Planung. Es wurde nichts gespeichert.,,site/modules/Relay/Relay.module.php,2d64e2d7a74b0eaa81954c485817ab81
Review seven days of publishing work in a focused editorial agenda.,Lassen Sie sieben Tage Veröffentlichungsarbeit in einer fokussierten redaktionellen Agenda Revue passieren.,,site/modules/Relay/Relay.module.php,9f4168a8b552a24996b30e6051e082af
Revoke token,Token widerrufen,,site/modules/Relay/Relay.module.php,8df393176f0b6666eec544975d0a3b6c
Rotated,Gedreht,,site/modules/Relay/Relay.module.php,4f8d7de5d5a3860f0a27f8848de1ba40
Rotate token,Token drehen,,site/modules/Relay/Relay.module.php,7891287d5d2427e8faee133c41901ac7
Route,Route,,site/modules/Relay/Relay.module.php,9405c3aff9112c3c60d03b94792877dc
Routes,Routen,,site/modules/Relay/Relay.module.php,b41067229f91bece9cdfc66681cdd7a3
Rows are pages and columns are days; pending markers can move within their page row.,Zeilen sind Seiten und Spalten sind Tage; Ausstehende Markierungen können innerhalb ihrer Seitenzeile verschoben werden.,,site/modules/Relay/Relay.module.php,41d9070c5262e27ee3cea2804a06d701
Run a bounded due batch.,Führen Sie einen begrenzten fälligen Stapel aus.,,site/modules/Relay/Relay.module.php,0642a222de1ff1a1375a3c14d6a6dccf
Run a bounded worker check after ProcessWire receives traffic. Use this only when a system cron is unavailable and exact timing is not required.,"Führen Sie eine begrenzte Worker-Prüfung durch, nachdem ProcessWire Datenverkehr empfängt. Verwenden Sie dies nur, wenn ein System-Cron nicht verfügbar ist und kein genaues Timing erforderlich ist.",,site/modules/Relay/Relay.module.php,70b9cc9a548b4d31d68f8d972198a8f1
Run as,Ausführen als,,site/modules/Relay/Relay.module.php,825c8c5da55b0d246ab35912cde99aac
Run due work.,Führen Sie fällige Arbeiten aus.,,site/modules/Relay/Relay.module.php,4ec0317dfd667cf1ea28c65bf4e2ba16
Runs after LazyCron::everyMinute only when ProcessWire receives traffic.,"Wird nach LazyCron::everyMinute nur ausgeführt, wenn ProcessWire Datenverkehr empfängt.",,site/modules/Relay/Relay.module.php,396a8708fb8c535fcd258f267e89a4b1
Save command settings,Befehlseinstellungen speichern,,site/modules/Relay/Relay.module.php,0a02d8ee124737719ed52932810b7cb1
Save LazyCron settings,Speichern Sie die LazyCron-Einstellungen,,site/modules/Relay/Relay.module.php,02799bf7d51707a718d5d8fa0b390ca8
"Save the worker parameters, then copy the generated line into the server scheduler.",Speichern Sie die Worker-Parameter und kopieren Sie dann die generierte Zeile in den Server-Scheduler.,,site/modules/Relay/Relay.module.php,4497bce9b3413429dc9d4b484c3596a9
"Saving changes only rebuilds the preview. Review the line, copy it, and install it manually through the hosting control panel or crontab -e. Relay never changes the operating-system crontab itself.","Durch das Speichern von Änderungen wird nur die Vorschau neu erstellt. Überprüfen Sie die Zeile, kopieren Sie sie und installieren Sie sie manuell über das Hosting-Kontrollfeld oder crontab -e. Relay ändert niemals die Betriebssystem-Crontab selbst.",,site/modules/Relay/Relay.module.php,838bdc97c66c8b90affd256b5a43c2e4
Saving…,Sparen…,,site/modules/Relay/Relay.module.php,eedf6b8bfc83284c3294ec4b38188e8a
"Scan the whole month, then select a date to focus on its three-day window.","Scannen Sie den gesamten Monat und wählen Sie dann ein Datum aus, um sich auf das Drei-Tage-Fenster zu konzentrieren.",,site/modules/Relay/Relay.module.php,c6eff67605658e3fa969495e5f52ce07
Relay,Relay,,site/modules/Relay/Relay.module.php,34c4c50fc7bdd0394f3954f73f2be34d
Relay action,Relay-Aktion,,site/modules/Relay/Relay.module.php,bc6e5c9481818496ad06bada8db6065b
Relay an action from the Relay tab on any editable page.,Relay eine Aktion über die Registerkarte Relay auf einer beliebigen bearbeitbaren Seite.,,site/modules/Relay/Relay.module.php,e7de8a5c45a47d62cce702d6fda42783
Relay API,Relay-API,,site/modules/Relay/Relay.module.php,fd139cd3b339b5dd4cacb9198e7c9708
Relay cancelled.,Relay abgesagt.,,site/modules/Relay/Relay.module.php,308879894150f15f521978d7de6322f6
Relay CLI,Relay CLI,,site/modules/Relay/Relay.module.php,700b7cd4efdbde8995559f09e07a4e0c
Relay Crontab,Relay Crontab,,site/modules/Relay/Relay.module.php,9c5bb04149de105b0544738e49392d18
Scheduled,Geplant,,site/modules/Relay/Relay.module.php,2b7dabba0077abe3732e0418b048a56b
Scheduled time must be in the future.,Der geplante Zeitpunkt muss in der Zukunft liegen.,,site/modules/Relay/Relay.module.php,4a8938e0be67e8218ffe647920934232
Scheduled time must be within %d year.,Der geplante Zeitpunkt muss innerhalb des %d-Jahres liegen.,,site/modules/Relay/Relay.module.php,556596b0352043f7550b5fff986db808
Scheduled time must be within %d years.,Die geplante Zeit muss innerhalb von %d Jahren liegen.,,site/modules/Relay/Relay.module.php,94b26dddc83ca453798de71f57709a87
Relay Email,Relay E-Mail,,site/modules/Relay/Relay.module.php,74fcc5c1b75a38459f00d339ef766ec3
Relay interface sections,Relay-Schnittstellenabschnitte,,site/modules/Relay/Relay.module.php,002e36c95cd81d780b0e04796f927f24
Relay job was not found.,Relay-Job wurde nicht gefunden.,,site/modules/Relay/Relay.module.php,891fd33172e4a9103bc03b2005ca7529
Relay LazyCron,Relay LazyCron,,site/modules/Relay/Relay.module.php,ade801d2aa5012bc778747c19b94a1ca
Relay module configuration,Relay Modulkonfiguration,,site/modules/Relay/Relay.module.php,6f97efa222704d2538ca50d8d0047c0e
Relay prepares the command; the server runs it,Relay bereitet den Befehl vor; Der Server führt es aus,,site/modules/Relay/Relay.module.php,ef46e5c4590731647e15c08cb9da8bba
Relay saved.,Relay gespeichert.,,site/modules/Relay/Relay.module.php,6fdeb40961fd2a7c94dd84bd694f52b9
Relay settings,Relay-Einstellungen,,site/modules/Relay/Relay.module.php,fa74697402c50a411e724fb85df17d30
Relay Squad,Relay Squad,,site/modules/Relay/Relay.module.php,e65c203724174e0969fe5d232ab63b92
Relay Telegram,Relay Telegram,,site/modules/Relay/Relay.module.php,bf3d25a0cd41e60c2470e7e510a484ac
Relay updated.,Relay aktualisiert.,,site/modules/Relay/Relay.module.php,dac54da6f9c47a10599bd2cdbe6bb2e3
"Relay uses TeleWire 1.0.2+ as its transport while keeping separate credentials, recipients, and events.","Relay verwendet TeleWire 1.0.2+ als Transportmittel und behält dabei separate Anmeldeinformationen, Empfänger und Ereignisse bei.",,site/modules/Relay/Relay.module.php,d36d792a034e2ebac9299bea1b78123b
Relay uses WireMail without copying its secrets,"Relay verwendet WireMail, ohne seine Geheimnisse zu kopieren",,site/modules/Relay/Relay.module.php,9f282271d9a1bb1bbdaf0fe97b425b56
Relay views,Relay Ansichten,,site/modules/Relay/Relay.module.php,19b03bd34d883dd67044e451f0c47f6a
Scope,Umfang,,site/modules/Relay/Relay.module.php,5d113f2038d289f391614c39043629e8
Scope and identities,Umfang und Identitäten,,site/modules/Relay/Relay.module.php,f6d175a2ad3bc8d4c126c6aa3d1f03de
Security boundary,Sicherheitsgrenze,,site/modules/Relay/Relay.module.php,ccfb9379aea5c468f7e4cbdcb63a42e1
"Select a date number for its agenda, or drag a pending action to another day.",Wählen Sie eine Datumsnummer für die Tagesordnung aus oder ziehen Sie eine ausstehende Aktion auf einen anderen Tag.,,site/modules/Relay/Relay.module.php,ff39b7f4335248b0f13610903a1d755e
Selected provider,Ausgewählter Anbieter,,site/modules/Relay/Relay.module.php,294f9cfd19e5d6500b0c9cb102a3b4c0
Send concise operational alerts to configured chats through TeleWire without sharing page content or notes.,"Senden Sie prägnante Betriebswarnungen über TeleWire an konfigurierte Chats, ohne Seiteninhalte oder Notizen zu teilen.",,site/modules/Relay/Relay.module.php,ce28ebaa0958d33c9457e9ff88bdb850
Send concise Relay lifecycle alerts to configured administrator chats through TeleWire.,Senden Sie über TeleWire prägnante Relay-Lebenszykluswarnungen an konfigurierte Administrator-Chats.,,site/modules/Relay/Relay.module.php,e8fef1bba9abc855a3cf27c9247cc6ec
Sender,Absender,,site/modules/Relay/Relay.module.php,8aace3ec18d83874d22850b7eee93c7d
Sender email,E-Mail des Absenders,,site/modules/Relay/Relay.module.php,31df4171f2ebec0b6f84d0cc0b91722a
Sender name,Absendername,,site/modules/Relay/Relay.module.php,90ed58883831551ef960da4f7cde1240
Send selected Relay lifecycle alerts to configured administrators through the chosen WireMail provider.,Senden Sie ausgewählte Relay-Lebenszykluswarnungen über den ausgewählten WireMail-Anbieter an konfigurierte Administratoren.,,site/modules/Relay/Relay.module.php,3184695774b7ce8d46240d77e3b7d458
Send selected schedule lifecycle alerts to configured administrators through WireMail.,Senden Sie ausgewählte Zeitplan-Lebenszykluswarnungen über WireMail an konfigurierte Administratoren.,,site/modules/Relay/Relay.module.php,1d4736ac334186e59f4b3709a1ec5a5d
Sends only selected Relay events through the chosen WireMail provider.,Sendet nur ausgewählte Relay-Ereignisse über den ausgewählten WireMail-Anbieter.,,site/modules/Relay/Relay.module.php,b1b747dea5f2b3e4764a5e0f7dbff71c
Server boundary,Servergrenze,,site/modules/Relay/Relay.module.php,4356fb4a1555a50268cf85c65d1ea0ec
"Session writes require the Relay CSRF token. Bearer requests inherit the assigned actor permissions, are rate-limited, stay header-only, and receive no CORS opt-in.","Für Sitzungsschreibvorgänge ist das Token Relay CSRF erforderlich. Bearer-Anfragen erben die zugewiesenen Akteurberechtigungen, sind ratenbegrenzt, bleiben nur im Header und erhalten kein CORS-Opt-in.",,site/modules/Relay/Relay.module.php,933f5263de2bc390e24db941cef497f2
Settings sections,Abschnitte „Einstellungen“.,,site/modules/Relay/Relay.module.php,b52d9089601abe3bbeeac633f861452f
Shared fields,Gemeinsame Felder,,site/modules/Relay/Relay.module.php,5c3a0d6a114881631d89967e1c21ab1b
Shown once; Relay stores only its SHA-256 hash.,Einmal gezeigt; Relay speichert nur seinen SHA-256-Hash.,,site/modules/Relay/Relay.module.php,d966820b08bf17d8b76a0d7e71477a42
Shows Template and Order controls in the calendar. Disable it to keep the filter bar focused on actions and statuses only.,"Zeigt Vorlagen- und Bestellsteuerelemente im Kalender an. Deaktivieren Sie es, damit sich die Filterleiste nur auf Aktionen und Status konzentriert.",,site/modules/Relay/Relay.module.php,9b279845771dcc102a125174f026f6a4
Show upcoming actions in the page tree,Zeigen Sie anstehende Aktionen im Seitenbaum an,,site/modules/Relay/Relay.module.php,9b07c108973c9d089250e5f081b9bd33
Site default,Site-Standard,,site/modules/Relay/Relay.module.php,1da71dc1ead54d8aaf7c8692a1f32f84
Squad,Squad,,site/modules/Relay/Relay.module.php,5c7d6a353fd951a31ea16999f68e4000
Squad assistance,Squad Hilfe,,site/modules/Relay/Relay.module.php,aa303e704380c37cb628597efafac7c6
Squad could not prepare a planning proposal. Check the active provider and model.,Squad konnte keinen Planungsvorschlag erstellen. Überprüfen Sie den aktiven Anbieter und das Modell.,,site/modules/Relay/Relay.module.php,1e5fde775b3f5abaa33ab93e1fa844ad
Squad default,Squad Standard,,site/modules/Relay/Relay.module.php,379df8c2ecca7f514c9cf71e7f215a34
Squad integration,Squad-Integration,,site/modules/Relay/Relay.module.php,4a5aa6e91723703b9aba5bebb36a2b34
Squad is preparing a draft…,Squad bereitet einen Entwurf vor…,,site/modules/Relay/Relay.module.php,dbc9a475d4dc30ebce9e2ddca9a80e74
Squad planning assistance is not ready. Check Relay and Squad settings.,Die Planungshilfe Squad ist nicht bereit. Überprüfen Sie die Einstellungen Relay und Squad.,,site/modules/Relay/Relay.module.php,128015bacf398a0ecd43821dfa17e9e7
Squad planning instructions,Squad Planungshinweise,,site/modules/Relay/Relay.module.php,62af3c6cbbf24210b93a87e66bb99322
Squad prepared a draft. Review it before scheduling.,"Squad hat einen Entwurf erstellt. Überprüfen Sie es, bevor Sie einen Termin vereinbaren.",,site/modules/Relay/Relay.module.php,4b308a2648f48f1f7cd2804f68f6c17a
Squad proposal,Squad-Vorschlag,,site/modules/Relay/Relay.module.php,eb01d96b0694bb51e9568e730594237b
Squad provider %s is available for staff-requested planning proposals.,Der Squad-Anbieter %s steht für vom Personal angeforderte Planungsvorschläge zur Verfügung.,,site/modules/Relay/Relay.module.php,8919d8320580135a8c15a3b24f445fdf
Squad provider and model,Squad Anbieter und Modell,,site/modules/Relay/Relay.module.php,4f25e2685a2049f4af30cad48a44a488
"Squad receives only the configured page fields after an editor clicks Suggest with Squad. Its response fills editable draft fields; it never creates a job, changes a page, or publishes content.","Squad empfängt nur die konfigurierten Seitenfelder, nachdem ein Redakteur mit Squad auf „Vorschlagen“ klickt. Seine Antwort füllt bearbeitbare Entwurfsfelder aus; Es wird niemals ein Job erstellt, eine Seite geändert oder Inhalte veröffentlicht.",,site/modules/Relay/Relay.module.php,156c58483cdd610da0e391bf689e2680
Squad request timeout,Squad Zeitüberschreitung bei der Anforderung,,site/modules/Relay/Relay.module.php,95f4e4ed4ee2023064debfde651b150c
Squad returned an invalid planning proposal.,Squad hat einen ungültigen Planungsvorschlag zurückgegeben.,,site/modules/Relay/Relay.module.php,e13be6ab7b91e3dd243fd6e0350cadbe
Squad returned an invalid publication-window end.,Squad hat ein ungültiges Ende des Veröffentlichungsfensters zurückgegeben.,,site/modules/Relay/Relay.module.php,1fa12c42fb5d940b4b4e2bd48f1810e3
Squad returned an invalid publication time.,Squad hat eine ungültige Veröffentlichungszeit zurückgegeben.,,site/modules/Relay/Relay.module.php,11450c816307ff3927e519de70bdcc45
Squad returned a publication window whose end is not after its start.,"Squad hat ein Veröffentlichungsfenster zurückgegeben, dessen Ende nicht nach seinem Anfang liegt.",,site/modules/Relay/Relay.module.php,a1fde4c31f6f82d305dd8da461e7859b
Squad returned invalid JSON.,Squad hat ein ungültiges JSON zurückgegeben.,,site/modules/Relay/Relay.module.php,3adc431d9a2e2a3c05d5c4277371f773
Stale worker lease (minutes),Veralteter Arbeitnehmervertrag (Minuten),,site/modules/Relay/Relay.module.php,6ea94094dde312460ff1802f0b3a606b
Status,Status,,site/modules/Relay/Relay.module.php,ec53a8c4f07baed5d8825072c89799be
Status totals.,Statussummen.,,site/modules/Relay/Relay.module.php,b91b08b793e3d113e560274a9bae7e47
Stored in ProcessWire module configuration. Never commit this value to source control.,Gespeichert in der ProcessWire-Modulkonfiguration. Übergeben Sie diesen Wert niemals an die Quellcodeverwaltung.,,site/modules/Relay/Relay.module.php,d49465138a8719cfe49fe22d2b9b2bbe
Suggest with Squad,Mit Squad vorschlagen,,site/modules/Relay/Relay.module.php,49a05dfada822101eace8367d7a0f35a
Sunday,Sonntag,,site/modules/Relay/Relay.module.php,9d1a0949c39e66a0cd65240bc0ac9177
Sunday first,Sonntag zuerst,,site/modules/Relay/Relay.module.php,41cdf74bf9ebafbd753cb060c3fc8904
Superseded,Abgelöst,,site/modules/Relay/Relay.module.php,f5a5364cf9b9f4f0517ad12aa15e62f5
System and admin templates are excluded from the choices.,System- und Admin-Vorlagen sind von der Auswahl ausgeschlossen.,,site/modules/Relay/Relay.module.php,edea33aa1473a69423b4fa9b319c1ef6
System crontab,System-Crontab,,site/modules/Relay/Relay.module.php,ed3e1432479765f2f7680b891f8cee13
Telegram,Telegram,,site/modules/Relay/Relay.module.php,c915683f3ec888b8edcc7b06bd1428ec
Telegram administrator chat IDs,Telegram Administrator-Chat-IDs,,site/modules/Relay/Relay.module.php,c5aaf43e47f0525c523f1658214ce647
Telegram bot token,Telegram Bot-Token,,site/modules/Relay/Relay.module.php,2a50bfce0518bfdbd83d423bc8215859
Telegram delivery,Telegram Lieferung,,site/modules/Relay/Relay.module.php,6db01305cec63ac02d94c0df7781088b
Telegram delivery timeout,Telegram Lieferzeitüberschreitung,,site/modules/Relay/Relay.module.php,6e21b9d7bd3cbf93cf1f8de1751903c6
Telegram notifications,Telegram-Benachrichtigungen,,site/modules/Relay/Relay.module.php,0f026cfdc57a9d3e0221adf5a6a6e62a
Telegram payload,Telegram Nutzlast,,site/modules/Relay/Relay.module.php,44fb59600a0cb3e319734febe4797d84
"Telegram receives only the publication event, job ID, action, page title, scheduled time, workflow status, and an authenticated admin link. Notes, page content, credentials, and unpublished field values are excluded.","Telegram erhält nur das Veröffentlichungsereignis, die Job-ID, die Aktion, den Seitentitel, die geplante Zeit, den Workflow-Status und einen authentifizierten Admin-Link. Notizen, Seiteninhalte, Anmeldeinformationen und unveröffentlichte Feldwerte sind ausgeschlossen.",,site/modules/Relay/Relay.module.php,4ce25769237eb0aaf05c81c21934ac4e
"Telegram receives the event, job ID, action, page title, scheduled time, status, and authenticated admin link. Internal notes, credentials, unpublished fields, and page content are excluded.","Telegram empfängt das Ereignis, die Job-ID, die Aktion, den Seitentitel, die geplante Zeit, den Status und den authentifizierten Admin-Link. Interne Notizen, Anmeldeinformationen, unveröffentlichte Felder und Seiteninhalte sind ausgeschlossen.",,site/modules/Relay/Relay.module.php,eb799b76f4380517b3a65f03f9409f50
TeleWire integration,TeleWire-Integration,,site/modules/Relay/Relay.module.php,ebe56336ad6b1f8dc0fc8ca3f47d5482
Template,Vorlage,,site/modules/Relay/Relay.module.php,278c491bdd8a53618c149c4ac790da34
"Template, then time","Vorlage, dann Zeit",,site/modules/Relay/Relay.module.php,57cfda444a642bc1df7a3c485e60f3a8
That editorial identity is not available.,Diese redaktionelle Identität ist nicht verfügbar.,,site/modules/Relay/Relay.module.php,56007d46cd54d89379e66c438ba8b50e
The cron PHP binary must use an absolute path.,Die Cron-Binärdatei PHP muss einen absoluten Pfad verwenden.,,site/modules/Relay/Relay.module.php,611816ea91c6b3a42c9eb237b041db4d
The demo action changed before it could be updated. Reload and try again.,"Die Demo-Aktion wurde geändert, bevor sie aktualisiert werden konnte. Laden Sie es neu und versuchen Sie es erneut.",,site/modules/Relay/Relay.module.php,bf24741245dc72bf5a7511b1026dd68f
The editorial identity cannot publish this page.,Die redaktionelle Identität kann diese Seite nicht veröffentlichen.,,site/modules/Relay/Relay.module.php,c4f94b0d8597f9b86084a0167c25b824
The editorial identity cannot unpublish this page.,Die redaktionelle Identität kann die Veröffentlichung dieser Seite nicht rückgängig machen.,,site/modules/Relay/Relay.module.php,6046e7956d4a1da5b28412f97d566803
The editor remains responsible for every change,Für jede Änderung bleibt der Herausgeber verantwortlich,,site/modules/Relay/Relay.module.php,89592dc559483ffee0485fbbc2b81c8f
The first view editors see when opening the global publishing schedule.,"Die erste Ansicht, die Redakteure sehen, wenn sie den globalen Veröffentlichungsplan öffnen.",,site/modules/Relay/Relay.module.php,301de59d31a321c59aee9934dfb655d9
"The local CLI accepts no remote API credentials. Relay, reschedule, cancel, and run commands require --execute. The production cron worker remains a separate command.","Der lokale CLI akzeptiert keine Remote-API-Anmeldeinformationen. Für die Befehle Relay, Neuplanung, Abbrechen und Ausführen ist --execute erforderlich. Der Produktions-Cron-Worker bleibt ein separater Befehl.",,site/modules/Relay/Relay.module.php,5e9cd48e7b02c1e4ec15b46e0b0554e6
The page will become publicly visible at the selected date and time.,Die Seite wird zum ausgewählten Datum und zur ausgewählten Uhrzeit öffentlich sichtbar.,,site/modules/Relay/Relay.module.php,5ef702851db7ec75248c031237cb0356
The page will be published at the start time and automatically unpublished at the end time.,Die Seite wird zum Startzeitpunkt veröffentlicht und zum Endzeitpunkt automatisch wieder aufgehoben.,,site/modules/Relay/Relay.module.php,0025461727a3f38f67b286d0d3cbf6eb
The page will be removed from public view at the selected date and time.,Die Seite wird zum ausgewählten Datum und zur ausgewählten Uhrzeit aus der öffentlichen Ansicht entfernt.,,site/modules/Relay/Relay.module.php,324263f15f143e97061db73fa27af279
The schedule changed before it could be updated. Reload and try again.,"Der Zeitplan wurde geändert, bevor er aktualisiert werden konnte. Laden Sie es neu und versuchen Sie es erneut.",,site/modules/Relay/Relay.module.php,ed5b65fc8e47df872e8361a969a5260b
The unpublish time must be after the publish time.,Der Zeitpunkt zum Aufheben der Veröffentlichung muss nach dem Zeitpunkt der Veröffentlichung liegen.,,site/modules/Relay/Relay.module.php,b256f48698bcbd56a67cc2fe103f574e
This view is limited to the first 500 actions. Narrow the date range or filter by page.,Diese Ansicht ist auf die ersten 500 Aktionen beschränkt. Grenzen Sie den Datumsbereich ein oder filtern Sie nach Seite.,,site/modules/Relay/Relay.module.php,6617095af8e90baef9ed214af694badb
Three-day calendar,Drei-Tage-Kalender,,site/modules/Relay/Relay.module.php,216ec29317538ae9831370e3ac588212
Timeline,Zeitleiste,,site/modules/Relay/Relay.module.php,3d1f92a565d3b1a61880236e33c49bf3
Timeout,Auszeit,,site/modules/Relay/Relay.module.php,c85a251cc457840f1e032f1b733e9398
Timing boundary,Timing-Grenze,,site/modules/Relay/Relay.module.php,2f7693a70392d8d205fcfc8fb33917e0
Timing guarantee,Timing-Garantie,,site/modules/Relay/Relay.module.php,59e5f69a5cae791d501c40d3f447c221
Today,Heute,,site/modules/Relay/Relay.module.php,1dd1c5fb7f25cd41b291d43a89e3aefd
Token,Token,,site/modules/Relay/Relay.module.php,459a6f79ad9b13cbcb5f692d2cc7a94d
Token actor,Token-Akteur,,site/modules/Relay/Relay.module.php,e9cd3513139fa56b9cacb7a1a9df2115
Token credential,Token-Anmeldeinformationen,,site/modules/Relay/Relay.module.php,2a17031b5c7436758ae73f8b99428e7f
Traffic-dependent; not exact,Verkehrsabhängig; nicht genau,,site/modules/Relay/Relay.module.php,160bba82791037658b083547ea220f2c
Traffic-driven fallback,Verkehrsbedingter Fallback,,site/modules/Relay/Relay.module.php,40f7b4c59b308653c5fd3a66375ec73f
unavailable,nicht verfügbar,,site/modules/Relay/Relay.module.php,7060e0481896e00b3f7d20f1e8e2749a
Unavailable,Nicht verfügbar,,site/modules/Relay/Relay.module.php,453e6aa38d87b28ccae545967c53004f
Undo,Rückgängig machen,,site/modules/Relay/Relay.module.php,1cdc076b28f70afac5fcedadf99fa119
Unknown template,Unbekannte Vorlage,,site/modules/Relay/Relay.module.php,caeb7ef6eeac742432695cbfbe74b306
Unknown version,Unbekannte Version,,site/modules/Relay/Relay.module.php,387e333b81cffff0a5c1dda54022d2d8
Unpublish,Veröffentlichung aufheben,,site/modules/Relay/Relay.module.php,181e9a13059454fb2212f1bf10f394ac
Unpublish date and time,Datum und Uhrzeit der Veröffentlichung aufheben,,site/modules/Relay/Relay.module.php,5f50bf511f799a6e5e8df774ce09d774
Unpublished,Unveröffentlicht,,site/modules/Relay/Relay.module.php,0774e163cd7df482edd2abd498189f8b
Unpublish page — remove from public view,Veröffentlichung der Seite aufheben – aus der öffentlichen Ansicht entfernen,,site/modules/Relay/Relay.module.php,3d7ed8258d1fa9431daa7e7c9c0f07a5
Unsupported crontab interval.,Nicht unterstütztes Crontab-Intervall.,,site/modules/Relay/Relay.module.php,cbe0436307964bf4adb5ac60f11c4459
Unsupported worker settings action.,Nicht unterstützte Worker-Einstellungsaktion.,,site/modules/Relay/Relay.module.php,5d2e322c8ba533b20f361984a7774144
Update schedule,Zeitplan aktualisieren,,site/modules/Relay/Relay.module.php,7db2303554a3114e1319ce0e5c6682f1
URL,URL,,site/modules/Relay/Relay.module.php,e6b391a8d2c4d45902a23a8b6585703d
Used to generate the crontab line in Interfaces. One minute is recommended for publication timing.,Wird zum Generieren der Crontab-Zeile in Interfaces verwendet. Für den Zeitpunkt der Veröffentlichung wird eine Minute empfohlen.,,site/modules/Relay/Relay.module.php,38d50dc182610ff7d7437a4f7f651418
Used when the page composer opens. Enter a 24-hour time such as 09:00.,"Wird verwendet, wenn der Seiten-Composer geöffnet wird. Geben Sie eine 24-Stunden-Zeit ein, z. B. 09:00.",,site/modules/Relay/Relay.module.php,d85f4acf0f24b317cf32ddbe9e3ace21
Use request-triggered processing only when a system cron is unavailable; publication timing is not exact.,"Verwenden Sie die durch Anfragen ausgelöste Verarbeitung nur, wenn ein System-Cron nicht verfügbar ist. Der Zeitpunkt der Veröffentlichung ist nicht genau.",,site/modules/Relay/Relay.module.php,8ed4620a0c5c6d82423ae90a510a4dbd
Use Squad default,Verwenden Sie die Standardeinstellung Squad,,site/modules/Relay/Relay.module.php,ed6b70adfc15258a993bfdc380f6202d
Uses TeleWire with Relay-owned credentials. Delivery failures never block scheduling or worker execution.,Verwendet TeleWire mit Relay-eigenen Anmeldeinformationen. Lieferfehler blockieren niemals die Planung oder die Ausführung durch die Mitarbeiter.,,site/modules/Relay/Relay.module.php,1a679bbcdd3dbca5ed2bcdf8db9773e1
Verify path,Pfad überprüfen,,site/modules/Relay/Relay.module.php,ea0622132e10c30a3825ac1290dce969
Version,Version,,site/modules/Relay/Relay.module.php,34b6cd75171affba6957e308dcbd92be
Versioned JSON API,Versionierte JSON-API,,site/modules/Relay/Relay.module.php,9f45df513d8330f482b9136d9280b933
View details,Details anzeigen,,site/modules/Relay/Relay.module.php,6e9783376d951cfd780e9fdb67a0f02c
View guide,Anleitung ansehen,,site/modules/Relay/Relay.module.php,bd88923f0c9ed90337d46b307d2db0c0
View publication,Publikation ansehen,,site/modules/Relay/Relay.module.php,4bd261e9317cac5c142ecff3b338f70b
Week,Woche,,site/modules/Relay/Relay.module.php,d2ce009594dcc60befa6a4e6cbeb71fc
Week calendar,Wochenkalender,,site/modules/Relay/Relay.module.php,73b400870ae42805d484abfe1ab22672
When,Wann,,site/modules/Relay/Relay.module.php,4e97aeeaa8b15ca1180fcd1f3ac478d1
