en,tr,description,file,hash
Next,Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki Sonraki,,site/modules/Relay/Relay.module.php,10ac3d04253ef7e1ddc73e6091c0cd55
No actions,Hiçbir eylem yok,,site/modules/Relay/Relay.module.php,7259b16f470234d3719d77cff1d16546
No actions in this period,Bu dönemde hiçbir eylem yok,,site/modules/Relay/Relay.module.php,f0a919427679873de1e9fb5fcece5b72
No eligible actor exists. Grant relay-api and relay-manage first.,Uygun aktör yok. Grant relay-api ve relay-manage ilk önce.,,site/modules/Relay/Relay.module.php,0b6f09497bdafdeff6f1c07174ca5653
No note added.,Not eklenmedi.,,site/modules/Relay/Relay.module.php,8f9b824270285fdbd6576c818b62d0b9
No publication actions are waiting.,Hiçbir yayın eylemi beklemez.,,site/modules/Relay/Relay.module.php,7523610678d36a96eca668bb6345af4a
No real schedule jobs or page states will be changed.,Gerçek program işleri veya sayfa eyaletleri değiştirilemez.,,site/modules/Relay/Relay.module.php,8b6a8ab06f4ccbe94b4efb731b028bb5
No scheduled changes,Planlanmamış değişiklikler,,site/modules/Relay/Relay.module.php,31b760361559b4324cbeff339370c53e
Not assigned,Hiçbir şekilde atanma,,site/modules/Relay/Relay.module.php,63d8c71daa2adfb569eb9c363eaa7a89
Not configured,Değil yapılandırılmış değil,,site/modules/Relay/Relay.module.php,db3f921088947d83680a80a0285ef414
Not detected,tespit edilmedi,,site/modules/Relay/Relay.module.php,60a449ec73e10cf5e78387d34fe72f59
Not exact: it runs only when the site receives traffic. Use the CLI worker every minute for production.,Kesin değil: sadece site trafik aldığında çalışır. CLI işçiyi her dakika üretim için kullanın.,,site/modules/Relay/Relay.module.php,a9bf497e7f1342ddd4343ce0d3499aca
Nothing has been scheduled for this page yet.,Henüz bu sayfa için hiçbir şey planlanmamıştır.,,site/modules/Relay/Relay.module.php,1312da3b07492d4a595b2cb50f92a7fa
Notify administrators when,Yöneticileri ne zaman onaylamaz,,site/modules/Relay/Relay.module.php,8fed5cbdb8a11b579bce0ac7c5d9fd88
Not installed,Yüklemek için yükleme,,site/modules/Relay/Relay.module.php,d12fb360f73c34226d1e50228875d8cf
Not ready,Hazır değil hazır değil,,site/modules/Relay/Relay.module.php,486fbd81a5c5c8fe1c1dd191fdbe007f
"On a touch screen, open an action and use Date and time to move it precisely.","Bir dokunmatik ekranda, bir eylem açın ve tam olarak hareket etmek için tarih ve zaman kullanın.",,site/modules/Relay/Relay.module.php,126b6ef26659b11b064b012fe276e301
One job.,Bir iş.,,site/modules/Relay/Relay.module.php,3c0a103ef790e8e82393eb1a88c73af8
One numeric chat ID or @channel username per line.,Bir sayısal sohbet ID veya @channel anahtar başına kullanıcı adı.,,site/modules/Relay/Relay.module.php,842b87c91f0657be0e639360d4f550e7
One redacted schedule job.,Bir kırmızıacted program işi.,,site/modules/Relay/Relay.module.php,863ffcec3f7ead672fa6c84d75fe4687
Only pending demo actions can be cancelled.,Sadece bekleme eylemleri iptal edilebilir.,,site/modules/Relay/Relay.module.php,b925c34b94090f0ced19051090d08a70
Only pending jobs can be cancelled.,Sadece bekleme işleri iptal edilebilir.,,site/modules/Relay/Relay.module.php,bcca68fda82c77a19c4b030ee533a8cc
Only pending jobs can be rescheduled.,Sadece bekleme işleri yeniden tanımlanabilir.,,site/modules/Relay/Relay.module.php,0ae30f650cf62061be0428786afd053f
Open %s in the three-day view,"Open %s, üç günlük görüşte",,site/modules/Relay/Relay.module.php,a0147078e5c3807099e3c6e8bc6aad4f
Open %s on the timeline,"Open %s, zaman çizelgesinde",,site/modules/Relay/Relay.module.php,b8dc0edc3bfc72a166efb5aed4cf64bf
Open actions for details or drag pending work while preserving its local time.,Detaylar için açık eylemler veya yerel zamanını korurken çalışmayı sürükleyin.,,site/modules/Relay/Relay.module.php,9e264d47eed20ad7d80b3f6853964f33
"Open a day for its agenda, or use compact pending events for details and drag-and-drop.",Günde bir gün gündemi için açın veya ayrıntılar ve sürüklenme olayları için kompakt bekleme olayları kullanın.,,site/modules/Relay/Relay.module.php,47d6571ba24fc70978d56035315ad1be
"Open an action for details, or drag a pending action between days.",Detaylar için bir eylem açın veya günler arasında beklemeye devam edin.,,site/modules/Relay/Relay.module.php,de8ad42583797a15bdc14d2a3dd629bb
Open editorial calendar,Open Editor Takvim Takvim,,site/modules/Relay/Relay.module.php,36f4faf1ae1fc2650cd33907e9675e48
Open publication URL,Açık yayın URL URL,,site/modules/Relay/Relay.module.php,bf638fae3ec3b3189fd18ebe6f5249a1
Open Relay,Open Relay,,site/modules/Relay/Relay.module.php,cce1ea74532483448976cd6c0bcbaf14
Operational email,Operasyonel e-posta,,site/modules/Relay/Relay.module.php,a59c893dbf6463dc7fa4f413eaaa16e1
Operational interfaces,Operasyonel arayüzler,,site/modules/Relay/Relay.module.php,b9d0716888f640c6bb55253e02e8b9cf
Optional absolute CLI PHP path. Leave empty to use the binary detected by Relay.,Seçmeli mutlak CLI PHP yolu. Relay tarafından tespit edilen ikiliyi kullanmak için boş bırakın.,,site/modules/Relay/Relay.module.php,fc1cc364c1fae024089655e4416bfacc
Order,Sipariş sipariş siparişi sipariş sipariş sipariş sipariş sipariş sipariş sipariş sipariş sipariş sipariş sipariş sipariş sipariş sipariş sipariş,,site/modules/Relay/Relay.module.php,a240fa27925a635b08dc28c9e4f9216d
Output,Çıktı Çıktı Çıktı Çıktı Çıktı,,site/modules/Relay/Relay.module.php,29c2c02a361c9d7028472e5d92cd4a54
Overall schedule,Genel olarak genel program,,site/modules/Relay/Relay.module.php,ee288d53bc1c1b1d9d09360b05449721
Overview,Genel Bakış Genel Bakış Genel Bakış Genel Genel Genel Genel Bakış Genel Genel Bakış Genel Genel Genel Genel Bakış Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Genel Bakış,,site/modules/Relay/Relay.module.php,3b878279a04dc47d60932cb294d96259
Page,Page Page Page Page Page Page Page Page Page,,site/modules/Relay/Relay.module.php,193cfc9be3b995831c6af2fea6650e60
Page fields shared with Squad,Sayfa alanları Squad ile paylaştı,,site/modules/Relay/Relay.module.php,03322b57054de30f2db31c5035092c67
Page published,Page published,,site/modules/Relay/Relay.module.php,d6b0fb88c2bc70d9227d8c6019627014
Page schedule,Page schedule,,site/modules/Relay/Relay.module.php,0e511b74ffb214e3bc957b2692d5056d
Page timeline,Sayfa,,site/modules/Relay/Relay.module.php,c4e84ad73fa62b34e6d144c5344ab976
Past and future publication actions for this page.,Bu sayfa için geçmiş ve gelecekteki yayın eylemleri.,,site/modules/Relay/Relay.module.php,dbb371ac27ab91f9ee3d12048000f604
Paused by imitation,Pa used by taklit,,site/modules/Relay/Relay.module.php,ba990f624cbd7c08aeb24c927a7e595b
Pending actions,Pending actions,,site/modules/Relay/Relay.module.php,c054a7deca822c899ac734543443b094
Permanent safety and planning instructions. Page values are supplied separately as untrusted context.,"Sürekli güvenlik ve planlama talimatları. Page değerleri, güvenilmeyen bağlam olarak ayrı olarak sağlanır.",,site/modules/Relay/Relay.module.php,9bd18b00c6a90c138599c718422b9bf2
Permissions and mutation CSRF token.,İzinler ve mutasyon CSRF token.,,site/modules/Relay/Relay.module.php,72043eca1d63f5feedc439ec34d80def
PHP binary,PHP ikili,,site/modules/Relay/Relay.module.php,557a2a23ac67051108310879203374d7
PHP facade,PHP cephe cephe cephesi,,site/modules/Relay/Relay.module.php,3f397dbe47b1a9452df9f6a4e3c72887
Plan a publication change,Bir yayın değişikliği planı,,site/modules/Relay/Relay.module.php,642e182b6c20b48e7a14e599af12f91c
Planning,Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama Planlama,,site/modules/Relay/Relay.module.php,21d28aa03f67eb242b1c95a6a0594ff5
Plan publication changes without adding fields to the page template. Times are displayed in,Sayfa şablonuna alanların eklemeden plan yayın değişiklikleri. Times are shown in the page template.,,site/modules/Relay/Relay.module.php,644874957871efb8ae73f9f9bc27021f
Previous,Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki Önceki,,site/modules/Relay/Relay.module.php,dd1f775e443ff3b9a89270713580a51b
Privacy boundary,Gizlilik sınırı,,site/modules/Relay/Relay.module.php,283b0ce628b8a10d8923af1921d7d447
Private runtime override,Özel runtime override,,site/modules/Relay/Relay.module.php,70fad1ed108d3bef630c20886e1f3516
Processed %d job(s).,%d işi (s) ile ilgili işlemler.,,site/modules/Relay/Relay.module.php,8a4ef761295f6617787a6d547aac80ff
Processing,İşleme İşleme İşleme,,site/modules/Relay/Relay.module.php,643562a9ae7099c8aabfdc93478db117
ProcessWire root,ProcessWire kök,,site/modules/Relay/Relay.module.php,ac3e4a2dfc1b73ebfab04e602e1458b1
Production worker,Üretim işçisi,,site/modules/Relay/Relay.module.php,f8d760f032ce10447934c3f875ceafb8
Production worker schedule,Üretim işçisi programı,,site/modules/Relay/Relay.module.php,2a5d3927d22a2485302a2dc679a57936
Provider,Sağlayıcı Sağlayıcı,,site/modules/Relay/Relay.module.php,27703c8f150ac4bb0a3a83a7857353af
Publication,Yayınlanma,,site/modules/Relay/Relay.module.php,6bd6beac1da76b2d2a9c3b7914ba034c
Publication action,Yayın eylemi,,site/modules/Relay/Relay.module.php,dadb48cbe16dd21fd1830c5f05a048a6
Publication action cancelled,Yayınlanma eylemi iptal edildi,,site/modules/Relay/Relay.module.php,72cd0abc0ea0d13d5f3401d9e4d922f8
Publication action completed,Yayın eylemi tamamlandı,,site/modules/Relay/Relay.module.php,24e41131b3e3ede705f75e6fb30ded07
Publication action failed,Yayın eylemi başarısız oldu,,site/modules/Relay/Relay.module.php,2b82ba46560cc49cc5a4b2590e7a3810
Publication action rescheduled,Yayın eylemi yeniden düzenlenmiştir,,site/modules/Relay/Relay.module.php,452f960923936bc6387c2bfdf7c58642
Publication action scheduled,Yayınlanma eylemi planlanan,,site/modules/Relay/Relay.module.php,f192c92be12428895c71979f8f262e48
Publication details,Yayın detayları,,site/modules/Relay/Relay.module.php,5b5a5357b1225e7c4782d8b87ae5f1f9
Publication schedule,Yayın programı,,site/modules/Relay/Relay.module.php,391360562ffbf7e7954e887515d12d2f
Publication URL copied.,Yayın URL kopyalandı.,,site/modules/Relay/Relay.module.php,8c1922f45f474187f4011a72721121ce
Publication window dates must use the same timezone.,Yayın pencere tarihleri aynı zaman Bölgesini kullanmalıdır.,,site/modules/Relay/Relay.module.php,aa4b2fe1dd956f414211bc54fcdf1543
Publication window scheduled.,Yayın penceresi planlandı.,,site/modules/Relay/Relay.module.php,dc2d62b1b17fc08c73fae9f7f4479f4d
"Publication window — publish, then unpublish","Yayınlanma penceresi – yayınlayın, sonra yayınlanmaz",,site/modules/Relay/Relay.module.php,773c3734d225c29503114fa7f60bdfb3
Publish,Kast,,site/modules/Relay/Relay.module.php,110a4b01beabd53b661a47d4b44bd7a8
Publish date and time,Kastlı tarih ve zaman,,site/modules/Relay/Relay.module.php,ea8c357a79ebe2a4776d4e8926954151
Published,Yayınlanmış Yayınlanmış Yayınlanmış Yayınlanmış Yayınlanmış,,site/modules/Relay/Relay.module.php,9b9d8a976b42e0bd66381797644943d5
Published page,Yayınlanmış sayfa,,site/modules/Relay/Relay.module.php,ac2a2b7773d5d957c03b0fcd272f921d
Publishing plan is active,Yayın planı aktif,,site/modules/Relay/Relay.module.php,dce2e31c5cbc865e6ea6dcd91d3dc65d
Publishing schedule,Yayınlama programı,,site/modules/Relay/Relay.module.php,2f2cc68111d3ba853e4e5d6990cfcbc7
Publish page — make publicly visible,Publish sayfası – halka açık görünür,,site/modules/Relay/Relay.module.php,89da54a14225a280d2c77d2ae5d30866
Purpose,Amaç,,site/modules/Relay/Relay.module.php,261addf78c7b2c961032b3dd08ba0b1f
Quarter,Quarter Quarter,,site/modules/Relay/Relay.module.php,b25cde1e74f3d27f678c2e309e06102e
Quarter calendar,Quarter,,site/modules/Relay/Relay.module.php,07077e5577bf3b7664ff7ca6b9d9badb
Readiness,Readiness,,site/modules/Relay/Relay.module.php,7236964cf567c0cdefc5aca8def85044
Reading is direct; changing data is deliberate,Okuma doğrudan; değişen veriler kasıtlı,,site/modules/Relay/Relay.module.php,8af38c119c4181af57682d2b90b67d76
Read schedule data or run an explicit write command from the ProcessWire host with JSON input and output.,Program verilerini okuyun veya ProcessWire'den gelen açık bir yazı komutunu çalıştırın JSON girişi ve çıktı.,,site/modules/Relay/Relay.module.php,5a6abfdec389c6d18190138bac698807
Ready,Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır Hazır,,site/modules/Relay/Relay.module.php,e7d31fc0602fb2ede144d18cdffd816b
Recipients,Recipients,,site/modules/Relay/Relay.module.php,5959cf158e76f7c6f27bff2917ee05b1
Requested by,İstenilene,,site/modules/Relay/Relay.module.php,aeaf08746080e6e79b89c08174a2e279
Request failed.,İstek başarısız oldu.,,site/modules/Relay/Relay.module.php,52c1432f44aebb8c91042d5403ef378b
Requires an authenticated actor with relay-api and relay-manage. This setting alone creates no HTTP route.,relay-api ve relay-manage ile gerçekleştirilmiş bir aktörün tek başına HTTP rotası yaratmaz.,,site/modules/Relay/Relay.module.php,006c98c53ba58e195e03a23ee7b90d19
Reschedule,Reschedule,,site/modules/Relay/Relay.module.php,4d71f6e4d505e2025e99a24491603763
Rescheduled,Rescheduled,,site/modules/Relay/Relay.module.php,5d9213fc51a33bdcf4ea64ca0e6bf3ff
Resolved worker,Çözülen işçi yeniden çözümlendi,,site/modules/Relay/Relay.module.php,d7b756bab3cd854eb0074b7353f22628
Restricted page,Restricted page,,site/modules/Relay/Relay.module.php,74fba10d490b0e79128d4556d1fab9a2
REST routes,REST rotaları,,site/modules/Relay/Relay.module.php,0e1dd55276c7cc41ed8b90fd98b21999
Review before installing,İncelemeden önce yükleme,,site/modules/Relay/Relay.module.php,2855cd389ae46f7150a74786c46cfbaa
Review boundary,Review Limit,,site/modules/Relay/Relay.module.php,af14605022be44ba7700df309cff9c62
"Review every action in the selected quarter, grouped by its current workflow status.","Seçilen çeyrekteki her eylemi gözden geçirin, mevcut iş akışı statüsüyle gruplandırdı.",,site/modules/Relay/Relay.module.php,ce45fc23baf863964adfb9ba188b1938
Review every field before scheduling. Nothing has been saved.,Her alanı zamanlamadan önce gözden geçirin. Hiçbir şey kurtarıldı.,,site/modules/Relay/Relay.module.php,2d64e2d7a74b0eaa81954c485817ab81
Review seven days of publishing work in a focused editorial agenda.,7 gün süren yayın işi odaklanmış bir editör gündeminde gözden geçirin.,,site/modules/Relay/Relay.module.php,9f4168a8b552a24996b30e6051e082af
Revoke token,Revoke token,,site/modules/Relay/Relay.module.php,8df393176f0b6666eec544975d0a3b6c
Rotated,Rotated Rotated,,site/modules/Relay/Relay.module.php,4f8d7de5d5a3860f0a27f8848de1ba40
Rotate token,Rotate token,,site/modules/Relay/Relay.module.php,7891287d5d2427e8faee133c41901ac7
Route,Yol Tarifi,,site/modules/Relay/Relay.module.php,9405c3aff9112c3c60d03b94792877dc
Routes,Yollar,,site/modules/Relay/Relay.module.php,b41067229f91bece9cdfc66681cdd7a3
Rows are pages and columns are days; pending markers can move within their page row.,Rows sayfaları ve sütunlar günler; bekleme işaretleri sayfa sıralarında hareket edebilir.,,site/modules/Relay/Relay.module.php,41d9070c5262e27ee3cea2804a06d701
Run a bounded due batch.,Parlağından dolayı bir sınır çalıştırın.,,site/modules/Relay/Relay.module.php,0642a222de1ff1a1375a3c14d6a6dccf
Run a bounded worker check after ProcessWire receives traffic. Use this only when a system cron is unavailable and exact timing is not required.,ProcessWire'in trafik aldığında sınırlanmış bir işçi kontrolini çalıştırın. Bunu sadece bir sistem krokisi kullanılamadığı ve tam zamanlaması gerekli değildir.,,site/modules/Relay/Relay.module.php,70b9cc9a548b4d31d68f8d972198a8f1
Run as,Run as Run as Run,,site/modules/Relay/Relay.module.php,825c8c5da55b0d246ab35912cde99aac
Run due work.,İş nedeniyle çalıştırın.,,site/modules/Relay/Relay.module.php,4ec0317dfd667cf1ea28c65bf4e2ba16
Runs after LazyCron::everyMinute only when ProcessWire receives traffic.,LazyCron::everyMinute'den sonra sadece ProcessWire trafik aldığında.,,site/modules/Relay/Relay.module.php,396a8708fb8c535fcd258f267e89a4b1
Save command settings,komut ayarları Kaydet,,site/modules/Relay/Relay.module.php,0a02d8ee124737719ed52932810b7cb1
Save LazyCron settings,LazyCron ayarları,,site/modules/Relay/Relay.module.php,02799bf7d51707a718d5d8fa0b390ca8
"Save the worker parameters, then copy the generated line into the server scheduler.","İşçi parametrelerini kurtar, sonra oluşturulan çizgiyi sunucu programına kopyalayın.",,site/modules/Relay/Relay.module.php,4497bce9b3413429dc9d4b484c3596a9
"Saving changes only rebuilds the preview. Review the line, copy it, and install it manually through the hosting control panel or crontab -e. Relay never changes the operating-system crontab itself.","Değişiklikleri sadece önizlemeyi yeniden inşa eder. Çizgiyi gözden geçirin, kopyalayın ve onu ev sahipliği kontrol paneli veya crontab aracılığıyla manuel olarak yükleyin -e. Relay asla işletim sistemi crontab kendisini değiştirmez.",,site/modules/Relay/Relay.module.php,838bdc97c66c8b90affd256b5a43c2e4
Saving…,Tasarruf...,,site/modules/Relay/Relay.module.php,eedf6b8bfc83284c3294ec4b38188e8a
"Scan the whole month, then select a date to focus on its three-day window.","Tüm ay boyunca, üç günlük penceresine odaklanmak için bir tarih seçin.",,site/modules/Relay/Relay.module.php,c6eff67605658e3fa969495e5f52ce07
Relay,Relay,,site/modules/Relay/Relay.module.php,34c4c50fc7bdd0394f3954f73f2be34d
Relay action,Relay aksiyon,,site/modules/Relay/Relay.module.php,bc6e5c9481818496ad06bada8db6065b
Relay an action from the Relay tab on any editable page.,Relay herhangi bir düzenleme sayfasındaki Relay sekmesinden bir eylem.,,site/modules/Relay/Relay.module.php,e7de8a5c45a47d62cce702d6fda42783
Relay API,Relay API,,site/modules/Relay/Relay.module.php,fd139cd3b339b5dd4cacb9198e7c9708
Relay cancelled.,Relay iptal etti.,,site/modules/Relay/Relay.module.php,308879894150f15f521978d7de6322f6
Relay CLI,Relay CLI,,site/modules/Relay/Relay.module.php,700b7cd4efdbde8995559f09e07a4e0c
Relay Crontab,Relay Crontab,,site/modules/Relay/Relay.module.php,9c5bb04149de105b0544738e49392d18
Scheduled,Scheduled,,site/modules/Relay/Relay.module.php,2b7dabba0077abe3732e0418b048a56b
Scheduled time must be in the future.,Zaman gelecekte olmalıdır.,,site/modules/Relay/Relay.module.php,4a8938e0be67e8218ffe647920934232
Scheduled time must be within %d year.,Zaman %d yıl içinde olmalıdır.,,site/modules/Relay/Relay.module.php,556596b0352043f7550b5fff986db808
Scheduled time must be within %d years.,Zaman %d yıl içinde olmalıdır.,,site/modules/Relay/Relay.module.php,94b26dddc83ca453798de71f57709a87
Relay Email,Relay E-posta,,site/modules/Relay/Relay.module.php,74fcc5c1b75a38459f00d339ef766ec3
Relay interface sections,Relay arabirim bölüm bölümleri,,site/modules/Relay/Relay.module.php,002e36c95cd81d780b0e04796f927f24
Relay job was not found.,Relay işi bulunamadı.,,site/modules/Relay/Relay.module.php,891fd33172e4a9103bc03b2005ca7529
Relay LazyCron,Relay LazyCron,,site/modules/Relay/Relay.module.php,ade801d2aa5012bc778747c19b94a1ca
Relay module configuration,Relay modülü konfigürasyon yapılandırma,,site/modules/Relay/Relay.module.php,6f97efa222704d2538ca50d8d0047c0e
Relay prepares the command; the server runs it,Relay komutu hazırlar; sunucu onu çalışır,,site/modules/Relay/Relay.module.php,ef46e5c4590731647e15c08cb9da8bba
Relay saved.,Relay kurtarıldı.,,site/modules/Relay/Relay.module.php,6fdeb40961fd2a7c94dd84bd694f52b9
Relay settings,Relay ayarları,,site/modules/Relay/Relay.module.php,fa74697402c50a411e724fb85df17d30
Relay Squad,Relay Squad,,site/modules/Relay/Relay.module.php,e65c203724174e0969fe5d232ab63b92
Relay Telegram,Relay Telegram,,site/modules/Relay/Relay.module.php,bf3d25a0cd41e60c2470e7e510a484ac
Relay updated.,Relay güncellendi.,,site/modules/Relay/Relay.module.php,dac54da6f9c47a10599bd2cdbe6bb2e3
"Relay uses TeleWire 1.0.2+ as its transport while keeping separate credentials, recipients, and events.","Relay TeleWire 1.0.2+'i ayrı kimlik, alıcılar ve olaylar tutmaktayken taşımayı kullanır.",,site/modules/Relay/Relay.module.php,d36d792a034e2ebac9299bea1b78123b
