en,fr,description,file,hash
Run due work.,Faites le travail.,,site/modules/Relay/Relay.module.php,4ec0317dfd667cf1ea28c65bf4e2ba16
Runs after LazyCron::everyMinute only when ProcessWire receives traffic.,Exécute après LazyCron::everyMinute seulement lorsque ProcessWire reçoit du trafic.,,site/modules/Relay/Relay.module.php,396a8708fb8c535fcd258f267e89a4b1
Save command settings,Enregistrer les paramètres de la commande,,site/modules/Relay/Relay.module.php,0a02d8ee124737719ed52932810b7cb1
Save LazyCron settings,Enregistrer les paramètres LazyCron,,site/modules/Relay/Relay.module.php,02799bf7d51707a718d5d8fa0b390ca8
"Save the worker parameters, then copy the generated line into the server scheduler.","Enregistrer les paramètres du worker, puis copier la ligne générée dans le planificateur de serveur.",,site/modules/Relay/Relay.module.php,4497bce9b3413429dc9d4b484c3596a9
"Saving changes only rebuilds the preview. Review the line, copy it, and install it manually through the hosting control panel or crontab -e. Relay never changes the operating-system crontab itself.","L'enregistrement des modifications ne reconstruise que l'aperçu. Revoyez la ligne, copiez-la et installez-la manuellement à travers le panneau de contrôle d'hébergement ou le crontab -e. Relay ne change jamais le crontab système d'exploitation lui-même.",,site/modules/Relay/Relay.module.php,838bdc97c66c8b90affd256b5a43c2e4
Saving…,Sauver...,,site/modules/Relay/Relay.module.php,eedf6b8bfc83284c3294ec4b38188e8a
"Scan the whole month, then select a date to focus on its three-day window.","Scanner tout le mois, puis sélectionner une date pour se concentrer sur sa fenêtre de trois jours.",,site/modules/Relay/Relay.module.php,c6eff67605658e3fa969495e5f52ce07
Relay,Les données sont disponibles sur le site Web de l'OMPI.,,site/modules/Relay/Relay.module.php,34c4c50fc7bdd0394f3954f73f2be34d
Relay action,Action Relay,,site/modules/Relay/Relay.module.php,bc6e5c9481818496ad06bada8db6065b
Relay an action from the Relay tab on any editable page.,Relay une action depuis l'onglet Relay sur toute page modifiable.,,site/modules/Relay/Relay.module.php,e7de8a5c45a47d62cce702d6fda42783
Relay API,API Relay,,site/modules/Relay/Relay.module.php,fd139cd3b339b5dd4cacb9198e7c9708
Relay cancelled.,Relay annulé.,,site/modules/Relay/Relay.module.php,308879894150f15f521978d7de6322f6
Relay CLI,Relay CLI,,site/modules/Relay/Relay.module.php,700b7cd4efdbde8995559f09e07a4e0c
Relay Crontab,Relay Crontab,,site/modules/Relay/Relay.module.php,9c5bb04149de105b0544738e49392d18
Scheduled,Prévue,,site/modules/Relay/Relay.module.php,2b7dabba0077abe3732e0418b048a56b
Scheduled time must be in the future.,Le temps prévu doit être dans l'avenir.,,site/modules/Relay/Relay.module.php,4a8938e0be67e8218ffe647920934232
Scheduled time must be within %d year.,Le temps prévu doit être compris dans l'année %d.,,site/modules/Relay/Relay.module.php,556596b0352043f7550b5fff986db808
Scheduled time must be within %d years.,Le temps prévu doit être compris dans les années %d.,,site/modules/Relay/Relay.module.php,94b26dddc83ca453798de71f57709a87
Relay Email,Courriel Relay,,site/modules/Relay/Relay.module.php,74fcc5c1b75a38459f00d339ef766ec3
Relay interface sections,Sections d'interface Relay,,site/modules/Relay/Relay.module.php,002e36c95cd81d780b0e04796f927f24
Relay job was not found.,Relay n'a pas été trouvé.,,site/modules/Relay/Relay.module.php,891fd33172e4a9103bc03b2005ca7529
Relay LazyCron,Relay LazyCron,,site/modules/Relay/Relay.module.php,ade801d2aa5012bc778747c19b94a1ca
Relay module configuration,Configuration du module Relay,,site/modules/Relay/Relay.module.php,6f97efa222704d2538ca50d8d0047c0e
Relay prepares the command; the server runs it,Relay prépare la commande; le serveur l'exécute,,site/modules/Relay/Relay.module.php,ef46e5c4590731647e15c08cb9da8bba
Relay saved.,Relay enregistré.,,site/modules/Relay/Relay.module.php,6fdeb40961fd2a7c94dd84bd694f52b9
Relay settings,Paramètres Relay,,site/modules/Relay/Relay.module.php,fa74697402c50a411e724fb85df17d30
Relay Squad,Relay Squad,,site/modules/Relay/Relay.module.php,e65c203724174e0969fe5d232ab63b92
Relay Telegram,Relay Telegram,,site/modules/Relay/Relay.module.php,bf3d25a0cd41e60c2470e7e510a484ac
Relay updated.,Mise à jour de Relay.,,site/modules/Relay/Relay.module.php,dac54da6f9c47a10599bd2cdbe6bb2e3
"Relay uses TeleWire 1.0.2+ as its transport while keeping separate credentials, recipients, and events.","Relay utilise TeleWire 1.0.2+ comme son transport tout en conservant des identifiants, des destinataires et des événements séparés.",,site/modules/Relay/Relay.module.php,d36d792a034e2ebac9299bea1b78123b
Relay uses WireMail without copying its secrets,Relay utilise WireMail sans copier ses secrets,,site/modules/Relay/Relay.module.php,9f282271d9a1bb1bbdaf0fe97b425b56
Relay views,Vues Relay,,site/modules/Relay/Relay.module.php,19b03bd34d883dd67044e451f0c47f6a
Scope,Portée,,site/modules/Relay/Relay.module.php,5d113f2038d289f391614c39043629e8
Scope and identities,Portée et identité,,site/modules/Relay/Relay.module.php,f6d175a2ad3bc8d4c126c6aa3d1f03de
Security boundary,Limite de sécurité,,site/modules/Relay/Relay.module.php,ccfb9379aea5c468f7e4cbdcb63a42e1
"Select a date number for its agenda, or drag a pending action to another day.","Sélectionnez un numéro de date pour son ordre du jour, ou faites glisser une action en attente à un autre jour.",,site/modules/Relay/Relay.module.php,ff39b7f4335248b0f13610903a1d755e
Selected provider,Fournisseur sélectionné,,site/modules/Relay/Relay.module.php,294f9cfd19e5d6500b0c9cb102a3b4c0
Send concise operational alerts to configured chats through TeleWire without sharing page content or notes.,Envoyer des alertes opérationnelles concises aux chats configurés par TeleWire sans partager le contenu de la page ou des notes.,,site/modules/Relay/Relay.module.php,ce28ebaa0958d33c9457e9ff88bdb850
Send concise Relay lifecycle alerts to configured administrator chats through TeleWire.,Envoyer des alertes concises du cycle de vie de Relay aux conversations d'administrateur configurées via TeleWire.,,site/modules/Relay/Relay.module.php,e8fef1bba9abc855a3cf27c9247cc6ec
Sender,Expéditeur,,site/modules/Relay/Relay.module.php,8aace3ec18d83874d22850b7eee93c7d
Sender email,E-mail de l'expéditeur,,site/modules/Relay/Relay.module.php,31df4171f2ebec0b6f84d0cc0b91722a
Sender name,Nom de l'expéditeur,,site/modules/Relay/Relay.module.php,90ed58883831551ef960da4f7cde1240
Send selected Relay lifecycle alerts to configured administrators through the chosen WireMail provider.,Envoyer les alertes de cycle de vie sélectionnées Relay aux administrateurs configurés par le fournisseur WireMail choisi.,,site/modules/Relay/Relay.module.php,3184695774b7ce8d46240d77e3b7d458
Send selected schedule lifecycle alerts to configured administrators through WireMail.,Envoyer des alertes de cycle de vie sélectionnées aux administrateurs configurés par l'intermédiaire de WireMail.,,site/modules/Relay/Relay.module.php,1d4736ac334186e59f4b3709a1ec5a5d
Sends only selected Relay events through the chosen WireMail provider.,Envoie uniquement les événements sélectionnés par Relay via le fournisseur WireMail choisi.,,site/modules/Relay/Relay.module.php,b1b747dea5f2b3e4764a5e0f7dbff71c
Server boundary,Limite du serveur,,site/modules/Relay/Relay.module.php,4356fb4a1555a50268cf85c65d1ea0ec
"Session writes require the Relay CSRF token. Bearer requests inherit the assigned actor permissions, are rate-limited, stay header-only, and receive no CORS opt-in.","Les écritures de session nécessitent le jeton Relay CSRF. Les requêtes Bearer héritent des permissions des acteurs assignés, sont limitées en fonction du taux, restent en-têtes seulement et ne reçoivent pas d'opt-in CORS.",,site/modules/Relay/Relay.module.php,933f5263de2bc390e24db941cef497f2
Settings sections,Sections de paramètres,,site/modules/Relay/Relay.module.php,b52d9089601abe3bbeeac633f861452f
Shared fields,Champs partagés,,site/modules/Relay/Relay.module.php,5c3a0d6a114881631d89967e1c21ab1b
Shown once; Relay stores only its SHA-256 hash.,Montré une fois; Relay ne stocke que son hachage SHA-256.,,site/modules/Relay/Relay.module.php,d966820b08bf17d8b76a0d7e71477a42
Shows Template and Order controls in the calendar. Disable it to keep the filter bar focused on actions and statuses only.,Affiche les commandes de Template et Order dans le calendrier. Désactivez-le pour garder la barre de filtre centrée uniquement sur les actions et les statuts.,,site/modules/Relay/Relay.module.php,9b279845771dcc102a125174f026f6a4
Show upcoming actions in the page tree,Afficher les actions à venir dans l'arborescence de la page,,site/modules/Relay/Relay.module.php,9b07c108973c9d089250e5f081b9bd33
Site default,Par défaut du site,,site/modules/Relay/Relay.module.php,1da71dc1ead54d8aaf7c8692a1f32f84
Squad,Squad,,site/modules/Relay/Relay.module.php,5c7d6a353fd951a31ea16999f68e4000
Squad assistance,Assistance Squad,,site/modules/Relay/Relay.module.php,aa303e704380c37cb628597efafac7c6
Squad could not prepare a planning proposal. Check the active provider and model.,Squad n'a pas pu préparer une proposition de planification. Vérifiez le fournisseur et le modèle actifs.,,site/modules/Relay/Relay.module.php,1e5fde775b3f5abaa33ab93e1fa844ad
Squad default,Squad par défaut,,site/modules/Relay/Relay.module.php,379df8c2ecca7f514c9cf71e7f215a34
Squad integration,Intégration Squad,,site/modules/Relay/Relay.module.php,4a5aa6e91723703b9aba5bebb36a2b34
Squad is preparing a draft…,Squad prépare un projet...,,site/modules/Relay/Relay.module.php,dbc9a475d4dc30ebce9e2ddca9a80e74
Squad planning assistance is not ready. Check Relay and Squad settings.,L'assistance de planification Squad n'est pas prête. Vérifiez les paramètres Relay et Squad.,,site/modules/Relay/Relay.module.php,128015bacf398a0ecd43821dfa17e9e7
Squad planning instructions,Instructions de planification Squad,,site/modules/Relay/Relay.module.php,62af3c6cbbf24210b93a87e66bb99322
Squad prepared a draft. Review it before scheduling.,"Squad a préparé une ébauche, qu'il a revue avant de fixer le calendrier.",,site/modules/Relay/Relay.module.php,4b308a2648f48f1f7cd2804f68f6c17a
Squad proposal,Proposition Squad,,site/modules/Relay/Relay.module.php,eb01d96b0694bb51e9568e730594237b
Squad provider %s is available for staff-requested planning proposals.,Squad fournisseur %s est disponible pour les propositions de planification demandées par le personnel.,,site/modules/Relay/Relay.module.php,8919d8320580135a8c15a3b24f445fdf
Squad provider and model,Fournisseur et modèle Squad,,site/modules/Relay/Relay.module.php,4f25e2685a2049f4af30cad48a44a488
"Squad receives only the configured page fields after an editor clicks Suggest with Squad. Its response fills editable draft fields; it never creates a job, changes a page, or publishes content.","Squad ne reçoit que les champs de page configurés après un clic d'éditeur Suggérer avec Squad. Sa réponse remplit les champs de brouillon modifiables; elle ne crée jamais un travail, ne modifie pas une page ou ne publie pas de contenu.",,site/modules/Relay/Relay.module.php,156c58483cdd610da0e391bf689e2680
Squad request timeout,Délai de demande Squad,,site/modules/Relay/Relay.module.php,95f4e4ed4ee2023064debfde651b150c
Squad returned an invalid planning proposal.,Squad a renvoyé une proposition de planification non valide.,,site/modules/Relay/Relay.module.php,e13be6ab7b91e3dd243fd6e0350cadbe
Squad returned an invalid publication-window end.,Squad a retourné une fin de fenêtre de publication invalide.,,site/modules/Relay/Relay.module.php,1fa12c42fb5d940b4b4e2bd48f1810e3
Squad returned an invalid publication time.,Squad a retourné un délai de publication non valide.,,site/modules/Relay/Relay.module.php,11450c816307ff3927e519de70bdcc45
Squad returned a publication window whose end is not after its start.,Squad a renvoyé une fenêtre de publication dont la fin n'est pas après son début.,,site/modules/Relay/Relay.module.php,a1fde4c31f6f82d305dd8da461e7859b
Squad returned invalid JSON.,Squad a renvoyé JSON invalide.,,site/modules/Relay/Relay.module.php,3adc431d9a2e2a3c05d5c4277371f773
Stale worker lease (minutes),Location de travail de l'entreprise (minutes),,site/modules/Relay/Relay.module.php,6ea94094dde312460ff1802f0b3a606b
Status,État,,site/modules/Relay/Relay.module.php,ec53a8c4f07baed5d8825072c89799be
Status totals.,Total des statuts.,,site/modules/Relay/Relay.module.php,b91b08b793e3d113e560274a9bae7e47
Stored in ProcessWire module configuration. Never commit this value to source control.,Conservé dans la configuration du module ProcessWire. Ne jamais convertir cette valeur en contrôle source.,,site/modules/Relay/Relay.module.php,d49465138a8719cfe49fe22d2b9b2bbe
Suggest with Squad,Suggérer avec Squad,,site/modules/Relay/Relay.module.php,49a05dfada822101eace8367d7a0f35a
Sunday,Dimanche,,site/modules/Relay/Relay.module.php,9d1a0949c39e66a0cd65240bc0ac9177
Sunday first,Dimanche premier,,site/modules/Relay/Relay.module.php,41cdf74bf9ebafbd753cb060c3fc8904
Superseded,Remplacé,,site/modules/Relay/Relay.module.php,f5a5364cf9b9f4f0517ad12aa15e62f5
System and admin templates are excluded from the choices.,Les modèles système et admin sont exclus des choix.,,site/modules/Relay/Relay.module.php,edea33aa1473a69423b4fa9b319c1ef6
System crontab,Système crontab,,site/modules/Relay/Relay.module.php,ed3e1432479765f2f7680b891f8cee13
Telegram,Telegram,,site/modules/Relay/Relay.module.php,c915683f3ec888b8edcc7b06bd1428ec
Telegram administrator chat IDs,IDs de chat administrateur Telegram,,site/modules/Relay/Relay.module.php,c5aaf43e47f0525c523f1658214ce647
Telegram bot token,Jeton de boot Telegram,,site/modules/Relay/Relay.module.php,2a50bfce0518bfdbd83d423bc8215859
Telegram delivery,Livraison Telegram,,site/modules/Relay/Relay.module.php,6db01305cec63ac02d94c0df7781088b
Telegram delivery timeout,Délai de livraison de Telegram,,site/modules/Relay/Relay.module.php,6e21b9d7bd3cbf93cf1f8de1751903c6
Telegram notifications,Notifications Telegram,,site/modules/Relay/Relay.module.php,0f026cfdc57a9d3e0221adf5a6a6e62a
Telegram payload,Charge utile Telegram,,site/modules/Relay/Relay.module.php,44fb59600a0cb3e319734febe4797d84
"Telegram receives only the publication event, job ID, action, page title, scheduled time, workflow status, and an authenticated admin link. Notes, page content, credentials, and unpublished field values are excluded.","Telegram ne reçoit que l'événement de publication, l'ID de travail, l'action, le titre de la page, l'heure prévue, l'état du workflow et un lien administratif authentifié.",,site/modules/Relay/Relay.module.php,4ce25769237eb0aaf05c81c21934ac4e
"Telegram receives the event, job ID, action, page title, scheduled time, status, and authenticated admin link. Internal notes, credentials, unpublished fields, and page content are excluded.","Telegram reçoit l'événement, l'ID de travail, l'action, le titre de la page, l'heure prévue, l'état et le lien administratif authentifié.",,site/modules/Relay/Relay.module.php,eb799b76f4380517b3a65f03f9409f50
TeleWire integration,Intégration TeleWire,,site/modules/Relay/Relay.module.php,ebe56336ad6b1f8dc0fc8ca3f47d5482
Template,Modèle,,site/modules/Relay/Relay.module.php,278c491bdd8a53618c149c4ac790da34
"Template, then time","Modèle, puis temps",,site/modules/Relay/Relay.module.php,57cfda444a642bc1df7a3c485e60f3a8
That editorial identity is not available.,Cette identité éditoriale n'est pas disponible.,,site/modules/Relay/Relay.module.php,56007d46cd54d89379e66c438ba8b50e
The cron PHP binary must use an absolute path.,Le binaire cron PHP doit utiliser un chemin absolu.,,site/modules/Relay/Relay.module.php,611816ea91c6b3a42c9eb237b041db4d
The demo action changed before it could be updated. Reload and try again.,L'action de démonstration a changé avant qu'elle puisse être mise à jour. Rechargez et essayez à nouveau.,,site/modules/Relay/Relay.module.php,bf24741245dc72bf5a7511b1026dd68f
The editorial identity cannot publish this page.,L'identité éditoriale ne peut pas publier cette page.,,site/modules/Relay/Relay.module.php,c4f94b0d8597f9b86084a0167c25b824
The editorial identity cannot unpublish this page.,L'identité éditoriale ne peut pas dépublié cette page.,,site/modules/Relay/Relay.module.php,6046e7956d4a1da5b28412f97d566803
The editor remains responsible for every change,L'éditeur reste responsable de chaque changement,,site/modules/Relay/Relay.module.php,89592dc559483ffee0485fbbc2b81c8f
The first view editors see when opening the global publishing schedule.,Les premiers éditeurs de vues voient lors de l'ouverture du calendrier de publication global.,,site/modules/Relay/Relay.module.php,301de59d31a321c59aee9934dfb655d9
"The local CLI accepts no remote API credentials. Relay, reschedule, cancel, and run commands require --execute. The production cron worker remains a separate command.","Relay, replanter, annuler et exécuter les commandes nécessitent --execute. Le worker de cron de production reste une commande séparée. (API · CLI)",,site/modules/Relay/Relay.module.php,5e9cd48e7b02c1e4ec15b46e0b0554e6
The page will become publicly visible at the selected date and time.,La page sera visible publiquement à la date et à l'heure choisies.,,site/modules/Relay/Relay.module.php,5ef702851db7ec75248c031237cb0356
The page will be published at the start time and automatically unpublished at the end time.,La page sera publiée à l'heure de début et automatiquement non publiée à la fin.,,site/modules/Relay/Relay.module.php,0025461727a3f38f67b286d0d3cbf6eb
The page will be removed from public view at the selected date and time.,La page sera retirée de la vue publique à la date et à l'heure choisies.,,site/modules/Relay/Relay.module.php,324263f15f143e97061db73fa27af279
The schedule changed before it could be updated. Reload and try again.,Le calendrier a changé avant qu'il puisse être mis à jour. Recharger et essayer à nouveau.,,site/modules/Relay/Relay.module.php,ed5b65fc8e47df872e8361a969a5260b
The unpublish time must be after the publish time.,Le temps de publication doit être écoulé après le temps de publication.,,site/modules/Relay/Relay.module.php,b256f48698bcbd56a67cc2fe103f574e
This view is limited to the first 500 actions. Narrow the date range or filter by page.,Cette vue est limitée aux 500 premières actions. Affiner la plage de dates ou filtrer par page.,,site/modules/Relay/Relay.module.php,6617095af8e90baef9ed214af694badb
Three-day calendar,Calendrier de trois jours,,site/modules/Relay/Relay.module.php,216ec29317538ae9831370e3ac588212
Timeline,Calendrier,,site/modules/Relay/Relay.module.php,3d1f92a565d3b1a61880236e33c49bf3
Timeout,Délai,,site/modules/Relay/Relay.module.php,c85a251cc457840f1e032f1b733e9398
Timing boundary,Limite de calendrier,,site/modules/Relay/Relay.module.php,2f7693a70392d8d205fcfc8fb33917e0
Timing guarantee,Garantie de calendrier,,site/modules/Relay/Relay.module.php,59e5f69a5cae791d501c40d3f447c221
Today,Aujourd'hui,,site/modules/Relay/Relay.module.php,1dd1c5fb7f25cd41b291d43a89e3aefd
Token,Jeton,,site/modules/Relay/Relay.module.php,459a6f79ad9b13cbcb5f692d2cc7a94d
Token actor,Acteur symbolique,,site/modules/Relay/Relay.module.php,e9cd3513139fa56b9cacb7a1a9df2115
Token credential,Crédance symbolique,,site/modules/Relay/Relay.module.php,2a17031b5c7436758ae73f8b99428e7f
Traffic-dependent; not exact,Dépendant de la circulation; pas exactement,,site/modules/Relay/Relay.module.php,160bba82791037658b083547ea220f2c
Traffic-driven fallback,Défaut de circulation,,site/modules/Relay/Relay.module.php,40f7b4c59b308653c5fd3a66375ec73f
unavailable,non disponible,,site/modules/Relay/Relay.module.php,7060e0481896e00b3f7d20f1e8e2749a
Unavailable,Indisponible,,site/modules/Relay/Relay.module.php,453e6aa38d87b28ccae545967c53004f
Undo,Annuler,,site/modules/Relay/Relay.module.php,1cdc076b28f70afac5fcedadf99fa119
Unknown template,Modèle inconnu,,site/modules/Relay/Relay.module.php,caeb7ef6eeac742432695cbfbe74b306
Unknown version,Version inconnue,,site/modules/Relay/Relay.module.php,387e333b81cffff0a5c1dda54022d2d8
Unpublish,Sans publication,,site/modules/Relay/Relay.module.php,181e9a13059454fb2212f1bf10f394ac
Unpublish date and time,Date et heure de publication,,site/modules/Relay/Relay.module.php,5f50bf511f799a6e5e8df774ce09d774
Unpublished,Non publié,,site/modules/Relay/Relay.module.php,0774e163cd7df482edd2abd498189f8b
Unpublish page — remove from public view,Page non publiée — supprimer de la vue publique,,site/modules/Relay/Relay.module.php,3d7ed8258d1fa9431daa7e7c9c0f07a5
Unsupported crontab interval.,Intervalle de crontab non pris en charge.,,site/modules/Relay/Relay.module.php,cbe0436307964bf4adb5ac60f11c4459
Unsupported worker settings action.,Action de réglages non pris en charge par le travailleur.,,site/modules/Relay/Relay.module.php,5d2e322c8ba533b20f361984a7774144
Update schedule,Calendrier des mises à jour,,site/modules/Relay/Relay.module.php,7db2303554a3114e1319ce0e5c6682f1
URL,URL,,site/modules/Relay/Relay.module.php,e6b391a8d2c4d45902a23a8b6585703d
Used to generate the crontab line in Interfaces. One minute is recommended for publication timing.,Utilisé pour générer la ligne crontab dans Interfaces. Une minute est recommandée pour le calendrier de publication.,,site/modules/Relay/Relay.module.php,38d50dc182610ff7d7437a4f7f651418
Used when the page composer opens. Enter a 24-hour time such as 09:00.,Utilisé lorsque le compositeur de page s'ouvre. Saisissez une heure de 24 heures comme 09:00.,,site/modules/Relay/Relay.module.php,d85f4acf0f24b317cf32ddbe9e3ace21
Use request-triggered processing only when a system cron is unavailable; publication timing is not exact.,Utiliser le traitement par requête seulement lorsqu'un système cron n'est pas disponible; le délai de publication n'est pas exact.,,site/modules/Relay/Relay.module.php,8ed4620a0c5c6d82423ae90a510a4dbd
Use Squad default,Utiliser Squad par défaut,,site/modules/Relay/Relay.module.php,ed6b70adfc15258a993bfdc380f6202d
Uses TeleWire with Relay-owned credentials. Delivery failures never block scheduling or worker execution.,Utilise TeleWire avec les identifiants de Relay. Les échecs de livraison ne bloquent jamais l'ordonnancement ou l'exécution par un travailleur.,,site/modules/Relay/Relay.module.php,1a679bbcdd3dbca5ed2bcdf8db9773e1
Verify path,Vérifier le chemin,,site/modules/Relay/Relay.module.php,ea0622132e10c30a3825ac1290dce969
Version,Version,,site/modules/Relay/Relay.module.php,34b6cd75171affba6957e308dcbd92be
Versioned JSON API,API JSON versionnée,,site/modules/Relay/Relay.module.php,9f45df513d8330f482b9136d9280b933
View details,Afficher les détails,,site/modules/Relay/Relay.module.php,6e9783376d951cfd780e9fdb67a0f02c
View guide,Afficher le guide,,site/modules/Relay/Relay.module.php,bd88923f0c9ed90337d46b307d2db0c0
View publication,Voir la publication,,site/modules/Relay/Relay.module.php,4bd261e9317cac5c142ecff3b338f70b
Week,Semaine,,site/modules/Relay/Relay.module.php,d2ce009594dcc60befa6a4e6cbeb71fc
Week calendar,Calendrier hebdomadaire,,site/modules/Relay/Relay.module.php,73b400870ae42805d484abfe1ab22672
When,Quand,,site/modules/Relay/Relay.module.php,4e97aeeaa8b15ca1180fcd1f3ac478d1
WireMail provider,Fournisseur WireMail,,site/modules/Relay/Relay.module.php,ba8eadbaf0afa17524d7e45cbd03e28e
Worker,Travailleur,,site/modules/Relay/Relay.module.php,62efb9ec331e364b96efe68c8b03ca20
Worker and resilience,Travailleur et résilience,,site/modules/Relay/Relay.module.php,fdb167a27270e0f8813dfbd99798d796
Worker is processing jobs,L'ouvrier traite des emplois,,site/modules/Relay/Relay.module.php,ff9e3ff8b90a1b3df939bf14c6e5ac2e
Worker script,script de travail,,site/modules/Relay/Relay.module.php,6a1f4c4267380d303284e243d78ca3b1
Workflow board,Tableau de bord,,site/modules/Relay/Relay.module.php,44ea1fd1cf8d30c84c82517187e32b61
You cannot choose another editorial identity.,Vous ne pouvez pas choisir une autre identité éditoriale.,,site/modules/Relay/Relay.module.php,c9ead31d055944e5901624db6159dcd6
You cannot schedule this page.,Vous ne pouvez pas programmer cette page.,,site/modules/Relay/Relay.module.php,736325c3318166ea2cc0b8029d69fd77
You do not have permission to manage schedules.,Vous n'avez pas la permission de gérer les horaires.,,site/modules/Relay/Relay.module.php,3aa7945fd4b4ec5c8aa613a5bb1c634d
You do not have permission to run scheduled jobs.,Vous n'avez pas la permission de faire des travaux programmés.,,site/modules/Relay/Relay.module.php,eeb96a29f3ee6505dbbc06b23bf6c016
"%d job imported.","%d job imported.",,site/modules/Relay/Relay.module.php,99df9023a345e7c121c7c8c6d9a6cdb9
"%d jobs imported.","%d jobs imported.",,site/modules/Relay/Relay.module.php,5e40cb82680881b314be113df12789cf
"Apply the reviewed import","Apply the reviewed import",,site/modules/Relay/Relay.module.php,d92d3d6c6c97a5d1278cc0f439f74ca6
"Choose a Relay JSON file or paste its contents.","Choose a Relay JSON file or paste its contents.",,site/modules/Relay/Relay.module.php,072e531156d35668bab2182f44bdd30c
"Confirm the reviewed import before applying it.","Confirm the reviewed import before applying it.",,site/modules/Relay/Relay.module.php,b0841c56d7ae36d82a81b8dfe541324f
"Create a portable file without credentials, page content, worker locks, or delivery data.","Create a portable file without credentials, page content, worker locks, or delivery data.",,site/modules/Relay/Relay.module.php,a59187c6e59a1f66c8b6032c28013887
"Create real scheduled jobs. Existing pending actions for the same page and action may be superseded.","Create real scheduled jobs. Existing pending actions for the same page and action may be superseded.",,site/modules/Relay/Relay.module.php,a96042f32289532dca3d9c0c899c70a4
"Create session-only imitation jobs. No database rows or page states will change.","Create session-only imitation jobs. No database rows or page states will change.",,site/modules/Relay/Relay.module.php,71d9ead14aed41fbe0cfc23673cbb9c1
"Data boundary","Data boundary",,site/modules/Relay/Relay.module.php,1e3d23d4ce31aa5ec10f04fbfed82e5c
"Download a portable JSON document or preview a reviewed file before creating future scheduled actions.","Download a portable JSON document or preview a reviewed file before creating future scheduled actions.",,site/modules/Relay/Relay.module.php,8899e970266cf311b689826c25c40bf1
Errors,Errors,,site/modules/Relay/Relay.module.php,5ef0c737746fae2ca90e66c39333f8f6
Export,Export,,site/modules/Relay/Relay.module.php,0095a9fa74d1713e43e370a7d7846224
"Export complete history","Export complete history",,site/modules/Relay/Relay.module.php,b2fb0e17a4aef79552efe04a6e29644c
"Export jobs","Export jobs",,site/modules/Relay/Relay.module.php,9dbe7b4a10bb060737f81a9a3a896cb2
"Export scheduled jobs","Export scheduled jobs",,site/modules/Relay/Relay.module.php,23b07e71b6fc53221c54ef993822b950
"History remains useful for audit and backup, but only future scheduled jobs are importable.","History remains useful for audit and backup, but only future scheduled jobs are importable.",,site/modules/Relay/Relay.module.php,54c17e0acff6496f77e15bbc8e56f139
Imitation,Imitation,,site/modules/Relay/Relay.module.php,1b3ed33b29533474215c6a1e3e1efffe
"Imitation import","Imitation import",,site/modules/Relay/Relay.module.php,53180b337719b54217bbb24ce98807a9
"Imitation mode is active. Applying this preview changes session data only.","Imitation mode is active. Applying this preview changes session data only.",,site/modules/Relay/Relay.module.php,a62b50b6b76adf4e23af7444e7b40e75
Import,Import,,site/modules/Relay/Relay.module.php,72d6d7a1885885bb55a565fd1070581a
"Import %d job","Import %d job",,site/modules/Relay/Relay.module.php,06ef11d6e0a3a21deff43fcc8cdd0e3f
"Import %d jobs","Import %d jobs",,site/modules/Relay/Relay.module.php,187d4fe55f98ae3848e8905b97b3683a
"Import / Export","Import / Export",,site/modules/Relay/Relay.module.php,97ccd1af9113ed7817b0a3c77b8ac1de
Importable,Importable,,site/modules/Relay/Relay.module.php,79e41f293980da78b8ed7b49ad5462b5
"Import complete","Import complete",,site/modules/Relay/Relay.module.php,a218495ad30949e8ea1f64a261e37463
"Import creates scheduled actions only after review","Import creates scheduled actions only after review",,site/modules/Relay/Relay.module.php,3f54b8c0d5545c43472b1b8e41515bdb
"Import jobs","Import jobs",,site/modules/Relay/Relay.module.php,d0c38066743cc00a3d5d04b94ececf4e
"Import preview","Import preview",,site/modules/Relay/Relay.module.php,3ec77b90818695cb749d4241faabd2f5
"Jobs in this mode","Jobs in this mode",,site/modules/Relay/Relay.module.php,0ccbaa77437d50c80a74ce56e1cbae21
"JSON document","JSON document",,site/modules/Relay/Relay.module.php,7c29c6870694a046f8ea037e7a37d389
"JSON file","JSON file",,site/modules/Relay/Relay.module.php,a6c9e3a7671c1fd9d7328c3be5d107b5
"Maximum per file","Maximum per file",,site/modules/Relay/Relay.module.php,d2a32ac018b0ca2b9fbba07d716768f7
"Move a bounded set of scheduled actions between Relay installations with a preview-first portable file.","Move a bounded set of scheduled actions between Relay installations with a preview-first portable file.",,site/modules/Relay/Relay.module.php,ba536c1bc2375004d5abe09434134d67
"Move Relay jobs safely","Move Relay jobs safely",,site/modules/Relay/Relay.module.php,5ec726fe17755ff823ce13cd72960ded
"No jobs are created until you confirm and apply this preview.","No jobs are created until you confirm and apply this preview.",,site/modules/Relay/Relay.module.php,a2a025c3b1414269bf022599ad44a451
"or paste JSON","or paste JSON",,site/modules/Relay/Relay.module.php,614df38ddf67ab911fab871a6e0935a0
"Preview first","Preview first",,site/modules/Relay/Relay.module.php,07b6d3bdbff97a2e0657ccce87b6ee7b
"Preview import","Preview import",,site/modules/Relay/Relay.module.php,3e1851ccdc15d8e7195d313526955cfc
"Ready to apply","Ready to apply",,site/modules/Relay/Relay.module.php,4a62a41a6b2b3cbd4822e298319cf498
