en,fi,description,file,hash
Request failed.,Pyyntö epäonnistui.,,site/modules/Relay/Relay.module.php,52c1432f44aebb8c91042d5403ef378b
Requires an authenticated actor with relay-api and relay-manage. This setting alone creates no HTTP route.,Vaaditaan aito näyttelijä relay-api:n ja relay-manage:n avulla. Tämä asetus ei yksin luo HTTP:n reittiä.,,site/modules/Relay/Relay.module.php,006c98c53ba58e195e03a23ee7b90d19
Reschedule,Uudelleenjärjestäminen,,site/modules/Relay/Relay.module.php,4d71f6e4d505e2025e99a24491603763
Rescheduled,Uudelleenjärjestetty,,site/modules/Relay/Relay.module.php,5d9213fc51a33bdcf4ea64ca0e6bf3ff
Resolved worker,Ratkaistu työntekijä,,site/modules/Relay/Relay.module.php,d7b756bab3cd854eb0074b7353f22628
Restricted page,Rajoitettu sivu,,site/modules/Relay/Relay.module.php,74fba10d490b0e79128d4556d1fab9a2
REST routes,REST-reitit,,site/modules/Relay/Relay.module.php,0e1dd55276c7cc41ed8b90fd98b21999
Review before installing,Tarkista ennen asennusta,,site/modules/Relay/Relay.module.php,2855cd389ae46f7150a74786c46cfbaa
Review boundary,Uudelleentarkastelun raja,,site/modules/Relay/Relay.module.php,af14605022be44ba7700df309cff9c62
"Review every action in the selected quarter, grouped by its current workflow status.",Tarkista kaikki valitun vuosineljänneksen toimet ryhmiteltynä sen nykyisen työnkulkutilanteen mukaan.,,site/modules/Relay/Relay.module.php,ce45fc23baf863964adfb9ba188b1938
Review every field before scheduling. Nothing has been saved.,Tarkista jokainen kenttä ennen aikataulua. Mitään ei ole tallennettu.,,site/modules/Relay/Relay.module.php,2d64e2d7a74b0eaa81954c485817ab81
Review seven days of publishing work in a focused editorial agenda.,Tarkista seitsemän päivän julkaisutyön keskitetty toimituksellinen ohjelma.,,site/modules/Relay/Relay.module.php,9f4168a8b552a24996b30e6051e082af
Revoke token,Käännä merkki,,site/modules/Relay/Relay.module.php,8df393176f0b6666eec544975d0a3b6c
Rotated,Pyörivä,,site/modules/Relay/Relay.module.php,4f8d7de5d5a3860f0a27f8848de1ba40
Rotate token,Pyöritä kuponkia,,site/modules/Relay/Relay.module.php,7891287d5d2427e8faee133c41901ac7
Route,Reitti,,site/modules/Relay/Relay.module.php,9405c3aff9112c3c60d03b94792877dc
Routes,Reitit,,site/modules/Relay/Relay.module.php,b41067229f91bece9cdfc66681cdd7a3
Rows are pages and columns are days; pending markers can move within their page row.,Rivit ovat sivuja ja sarakkeet ovat päiviä; vireillä merkkijonot voivat liikkua niiden sivurivillä.,,site/modules/Relay/Relay.module.php,41d9070c5262e27ee3cea2804a06d701
Run a bounded due batch.,- Tee rajoitettu erä.,,site/modules/Relay/Relay.module.php,0642a222de1ff1a1375a3c14d6a6dccf
Run a bounded worker check after ProcessWire receives traffic. Use this only when a system cron is unavailable and exact timing is not required.,"Suorita rajoitettu työntekijätarkistus sen jälkeen, kun ProcessWire vastaanottaa liikennettä. Käytä tätä vain silloin, kun järjestelmän cron ei ole käytettävissä ja tarkkaa ajoitusta ei tarvita.",,site/modules/Relay/Relay.module.php,70b9cc9a548b4d31d68f8d972198a8f1
Run as,Juokse,,site/modules/Relay/Relay.module.php,825c8c5da55b0d246ab35912cde99aac
Run due work.,- Juokse.,,site/modules/Relay/Relay.module.php,4ec0317dfd667cf1ea28c65bf4e2ba16
Runs after LazyCron::everyMinute only when ProcessWire receives traffic.,"Johtaa LazyCron::everyMinute:n jälkeen vain silloin, kun ProcessWire vastaanottaa liikennettä.",,site/modules/Relay/Relay.module.php,396a8708fb8c535fcd258f267e89a4b1
Save command settings,Tallenna komentoasetukset,,site/modules/Relay/Relay.module.php,0a02d8ee124737719ed52932810b7cb1
Save LazyCron settings,Tallenna LazyCron- asetukset,,site/modules/Relay/Relay.module.php,02799bf7d51707a718d5d8fa0b390ca8
"Save the worker parameters, then copy the generated line into the server scheduler.","Tallenna työntekijän parametrit, sitten kopioida luotu rivi palvelimen aikataulu.",,site/modules/Relay/Relay.module.php,4497bce9b3413429dc9d4b484c3596a9
"Saving changes only rebuilds the preview. Review the line, copy it, and install it manually through the hosting control panel or crontab -e. Relay never changes the operating-system crontab itself.","Tallennus vain uudelleen esikatselu. Tarkista rivi, kopioi se ja asenna se manuaalisesti hosting-ohjauspaneelin tai crontab -e. Relay ei koskaan muuta käyttöjärjestelmän crontab itse.",,site/modules/Relay/Relay.module.php,838bdc97c66c8b90affd256b5a43c2e4
Saving…,Pelastan...,,site/modules/Relay/Relay.module.php,eedf6b8bfc83284c3294ec4b38188e8a
"Scan the whole month, then select a date to focus on its three-day window.","Skannaa koko kuukausi, valitse päivämäärä keskittyä sen kolmen päivän ikkuna.",,site/modules/Relay/Relay.module.php,c6eff67605658e3fa969495e5f52ce07
Relay,Relay,,site/modules/Relay/Relay.module.php,34c4c50fc7bdd0394f3954f73f2be34d
Relay action,Relay-toiminto,,site/modules/Relay/Relay.module.php,bc6e5c9481818496ad06bada8db6065b
Relay an action from the Relay tab on any editable page.,Relay-toiminto Relay-välilehden kautta millä tahansa muokattavissa olevalla sivulla.,,site/modules/Relay/Relay.module.php,e7de8a5c45a47d62cce702d6fda42783
Relay API,Relay API,,site/modules/Relay/Relay.module.php,fd139cd3b339b5dd4cacb9198e7c9708
Relay cancelled.,Relay peruttu.,,site/modules/Relay/Relay.module.php,308879894150f15f521978d7de6322f6
Relay CLI,Relay CLI,,site/modules/Relay/Relay.module.php,700b7cd4efdbde8995559f09e07a4e0c
Relay Crontab,Relay Crontab,,site/modules/Relay/Relay.module.php,9c5bb04149de105b0544738e49392d18
Scheduled,Aikataulu,,site/modules/Relay/Relay.module.php,2b7dabba0077abe3732e0418b048a56b
Scheduled time must be in the future.,Aikataulun on oltava tulevaisuudessa.,,site/modules/Relay/Relay.module.php,4a8938e0be67e8218ffe647920934232
Scheduled time must be within %d year.,Aikataulun on oltava %d vuoden sisällä.,,site/modules/Relay/Relay.module.php,556596b0352043f7550b5fff986db808
Scheduled time must be within %d years.,Aikataulun on oltava %d-vuosien sisällä.,,site/modules/Relay/Relay.module.php,94b26dddc83ca453798de71f57709a87
Relay Email,Relay-sähköposti,,site/modules/Relay/Relay.module.php,74fcc5c1b75a38459f00d339ef766ec3
Relay interface sections,Relay-liitäntäosuudet,,site/modules/Relay/Relay.module.php,002e36c95cd81d780b0e04796f927f24
Relay job was not found.,Relay-työtä ei löytynyt.,,site/modules/Relay/Relay.module.php,891fd33172e4a9103bc03b2005ca7529
Relay LazyCron,Relay LazyCron,,site/modules/Relay/Relay.module.php,ade801d2aa5012bc778747c19b94a1ca
Relay module configuration,Relay-moduulin asetukset,,site/modules/Relay/Relay.module.php,6f97efa222704d2538ca50d8d0047c0e
Relay prepares the command; the server runs it,Relay valmistelee komennon; palvelin käyttää sitä,,site/modules/Relay/Relay.module.php,ef46e5c4590731647e15c08cb9da8bba
Relay saved.,Relay tallennettu.,,site/modules/Relay/Relay.module.php,6fdeb40961fd2a7c94dd84bd694f52b9
Relay settings,Relay-asetukset,,site/modules/Relay/Relay.module.php,fa74697402c50a411e724fb85df17d30
Relay Squad,Relay Squad,,site/modules/Relay/Relay.module.php,e65c203724174e0969fe5d232ab63b92
Relay Telegram,Relay Telegram,,site/modules/Relay/Relay.module.php,bf3d25a0cd41e60c2470e7e510a484ac
Relay updated.,Relay päivitetty.,,site/modules/Relay/Relay.module.php,dac54da6f9c47a10599bd2cdbe6bb2e3
"Relay uses TeleWire 1.0.2+ as its transport while keeping separate credentials, recipients, and events.","Relay käyttää TeleWire 1.0.2+:ää kuljetuksena säilyttäen samalla erilliset tiedot, vastaanottajat ja tapahtumat.",,site/modules/Relay/Relay.module.php,d36d792a034e2ebac9299bea1b78123b
Relay uses WireMail without copying its secrets,Relay käyttää WireMail:ää kopioimatta salaisuuksiaan,,site/modules/Relay/Relay.module.php,9f282271d9a1bb1bbdaf0fe97b425b56
Relay views,Relay näköalat,,site/modules/Relay/Relay.module.php,19b03bd34d883dd67044e451f0c47f6a
Scope,Soveltamisala,,site/modules/Relay/Relay.module.php,5d113f2038d289f391614c39043629e8
Scope and identities,Soveltamisala ja henkilöllisyydet,,site/modules/Relay/Relay.module.php,f6d175a2ad3bc8d4c126c6aa3d1f03de
Security boundary,Turvallisuusrajat,,site/modules/Relay/Relay.module.php,ccfb9379aea5c468f7e4cbdcb63a42e1
"Select a date number for its agenda, or drag a pending action to another day.","Valitse päiväysnumero esityslistan, tai vedä vireillä kanteen toiseen päivään.",,site/modules/Relay/Relay.module.php,ff39b7f4335248b0f13610903a1d755e
Selected provider,Valittu tarjoaja,,site/modules/Relay/Relay.module.php,294f9cfd19e5d6500b0c9cb102a3b4c0
Send concise operational alerts to configured chats through TeleWire without sharing page content or notes.,Lähetä lyhyitä operatiivisia hälytyksiä konfiguroituihin keskusteluihin TeleWire:n kautta ilman sivun sisältöä tai muistiinpanoja.,,site/modules/Relay/Relay.module.php,ce28ebaa0958d33c9457e9ff88bdb850
Send concise Relay lifecycle alerts to configured administrator chats through TeleWire.,Lähetä lyhyt Relay:n elinkaarihälytykset konfiguroituihin ylläpitäjäkeskusteluihin TeleWire:n kautta.,,site/modules/Relay/Relay.module.php,e8fef1bba9abc855a3cf27c9247cc6ec
Sender,Lähettäjä,,site/modules/Relay/Relay.module.php,8aace3ec18d83874d22850b7eee93c7d
Sender email,Lähettäjän sähköposti,,site/modules/Relay/Relay.module.php,31df4171f2ebec0b6f84d0cc0b91722a
Sender name,Lähettäjän nimi,,site/modules/Relay/Relay.module.php,90ed58883831551ef960da4f7cde1240
Send selected Relay lifecycle alerts to configured administrators through the chosen WireMail provider.,Lähetä valitut Relay:n elinkaarihälytykset valittuun WireMail-palveluntarjoajaan.,,site/modules/Relay/Relay.module.php,3184695774b7ce8d46240d77e3b7d458
Send selected schedule lifecycle alerts to configured administrators through WireMail.,Lähetä valitut aikataulu elinkaaren hälytykset konfiguroituihin ylläpitäjiin kautta WireMail.,,site/modules/Relay/Relay.module.php,1d4736ac334186e59f4b3709a1ec5a5d
Sends only selected Relay events through the chosen WireMail provider.,Lähettää vain valitut Relay tapahtumat valitun WireMail-palveluntarjoajan kautta.,,site/modules/Relay/Relay.module.php,b1b747dea5f2b3e4764a5e0f7dbff71c
Server boundary,Palvelinraja,,site/modules/Relay/Relay.module.php,4356fb4a1555a50268cf85c65d1ea0ec
"Session writes require the Relay CSRF token. Bearer requests inherit the assigned actor permissions, are rate-limited, stay header-only, and receive no CORS opt-in.","Istuntokirjoituksissa vaaditaan Relay CSRF-toletti. Bearer-toiveet perivät määrätyt näyttelijän oikeudet, ovat hintarajoitettuja, pysyvät vain otsikoissa, eivätkä saa CORS-optimointia.",,site/modules/Relay/Relay.module.php,933f5263de2bc390e24db941cef497f2
Settings sections,Asetukset,,site/modules/Relay/Relay.module.php,b52d9089601abe3bbeeac633f861452f
Shared fields,Jaetut kentät,,site/modules/Relay/Relay.module.php,5c3a0d6a114881631d89967e1c21ab1b
Shown once; Relay stores only its SHA-256 hash.,Näytetään kerran; Relay tallentaa vain SHA-256:n hasista.,,site/modules/Relay/Relay.module.php,d966820b08bf17d8b76a0d7e71477a42
Shows Template and Order controls in the calendar. Disable it to keep the filter bar focused on actions and statuses only.,"Näyttää mallin ja tilauksen ohjaimet kalenterissa. Poista se, jotta suodatinpalkki keskittyisi vain toimiin ja tilauksiin.",,site/modules/Relay/Relay.module.php,9b279845771dcc102a125174f026f6a4
Show upcoming actions in the page tree,Näytä tulevat toiminnot sivupuussa,,site/modules/Relay/Relay.module.php,9b07c108973c9d089250e5f081b9bd33
Site default,Sivuston oletus,,site/modules/Relay/Relay.module.php,1da71dc1ead54d8aaf7c8692a1f32f84
Squad,Squad,,site/modules/Relay/Relay.module.php,5c7d6a353fd951a31ea16999f68e4000
Squad assistance,Squad-tuki,,site/modules/Relay/Relay.module.php,aa303e704380c37cb628597efafac7c6
Squad could not prepare a planning proposal. Check the active provider and model.,Squad ei voinut laatia suunnitteluehdotusta. Tarkista aktiivinen toimittaja ja malli.,,site/modules/Relay/Relay.module.php,1e5fde775b3f5abaa33ab93e1fa844ad
Squad default,Squad- oletus,,site/modules/Relay/Relay.module.php,379df8c2ecca7f514c9cf71e7f215a34
Squad integration,Squad-integraatio,,site/modules/Relay/Relay.module.php,4a5aa6e91723703b9aba5bebb36a2b34
Squad is preparing a draft…,Squad valmistelee luonnosta...,,site/modules/Relay/Relay.module.php,dbc9a475d4dc30ebce9e2ddca9a80e74
Squad planning assistance is not ready. Check Relay and Squad settings.,Squad suunnitteluapu ei ole valmis. Tarkista Relay ja Squad asetukset.,,site/modules/Relay/Relay.module.php,128015bacf398a0ecd43821dfa17e9e7
Squad planning instructions,Squad:n suunnitteluohjeet,,site/modules/Relay/Relay.module.php,62af3c6cbbf24210b93a87e66bb99322
Squad prepared a draft. Review it before scheduling.,Squad laati luonnoksen. Tarkista se ennen aikataulua.,,site/modules/Relay/Relay.module.php,4b308a2648f48f1f7cd2804f68f6c17a
Squad proposal,Squad-ehdotus,,site/modules/Relay/Relay.module.php,eb01d96b0694bb51e9568e730594237b
Squad provider %s is available for staff-requested planning proposals.,Squad-palveluntarjoaja %s on käytettävissä henkilöstön pyytämiä suunnitteluehdotuksia varten.,,site/modules/Relay/Relay.module.php,8919d8320580135a8c15a3b24f445fdf
Squad provider and model,Squad-palveluntarjoaja ja malli,,site/modules/Relay/Relay.module.php,4f25e2685a2049f4af30cad48a44a488
"Squad receives only the configured page fields after an editor clicks Suggest with Squad. Its response fills editable draft fields; it never creates a job, changes a page, or publishes content.","Squad vastaanottaa vain määritetyt sivukentät sen jälkeen, kun muokkain napsauttaa Ehdota Squad:llä. Sen vastaus täyttää muokattavissa olevat luonnoskentät; se ei koskaan luo työtä, muuta sivua tai julkaise sisältöä.",,site/modules/Relay/Relay.module.php,156c58483cdd610da0e391bf689e2680
Squad request timeout,Squad-pyyntöaikakatkaisu,,site/modules/Relay/Relay.module.php,95f4e4ed4ee2023064debfde651b150c
Squad returned an invalid planning proposal.,Squad palautti virheellisen suunnitteluehdotuksen.,,site/modules/Relay/Relay.module.php,e13be6ab7b91e3dd243fd6e0350cadbe
Squad returned an invalid publication-window end.,Squad palautti virheellisen julkaisu-ikkunapään.,,site/modules/Relay/Relay.module.php,1fa12c42fb5d940b4b4e2bd48f1810e3
Squad returned an invalid publication time.,Squad palautti virheellisen julkaisuajan.,,site/modules/Relay/Relay.module.php,11450c816307ff3927e519de70bdcc45
Squad returned a publication window whose end is not after its start.,"Squad palautti julkaisuikkunan, jonka loppu ei ole sen alkamisen jälkeen.",,site/modules/Relay/Relay.module.php,a1fde4c31f6f82d305dd8da461e7859b
Squad returned invalid JSON.,Squad palautti virheellisen JSON:n.,,site/modules/Relay/Relay.module.php,3adc431d9a2e2a3c05d5c4277371f773
Stale worker lease (minutes),Vuokrasopimus (minuuttia),,site/modules/Relay/Relay.module.php,6ea94094dde312460ff1802f0b3a606b
Status,Tila,,site/modules/Relay/Relay.module.php,ec53a8c4f07baed5d8825072c89799be
Status totals.,Tilanne on täysi.,,site/modules/Relay/Relay.module.php,b91b08b793e3d113e560274a9bae7e47
Stored in ProcessWire module configuration. Never commit this value to source control.,Säilytetty ProcessWire-moduulin konfiguraatiossa. Älä koskaan lähetä tätä arvoa lähdehallintaan.,,site/modules/Relay/Relay.module.php,d49465138a8719cfe49fe22d2b9b2bbe
Suggest with Squad,Ehdota Squad:llä,,site/modules/Relay/Relay.module.php,49a05dfada822101eace8367d7a0f35a
Sunday,Sunnuntai,,site/modules/Relay/Relay.module.php,9d1a0949c39e66a0cd65240bc0ac9177
Sunday first,Sunnuntai ensin.,,site/modules/Relay/Relay.module.php,41cdf74bf9ebafbd753cb060c3fc8904
Superseded,"nukkaneulokset (myös virkkuneulokset), myös ""pitkänukkaiset"" neulokset, myös ""pitkänukkaiset"" neulokset, muut kuin neulokset, muut kuin neulokset, muut kuin neulokset, muut kuin neulokset, muut kuin neulokset, muut kuin neulokset, muut kuin neulokset, muut kuin neulokset, joissa on vähintään vähintään 55 painoprosenttia on vähintään 85 painoprosenttia mutta vähemmän kuin 85 painoprosenttia neulokset, muut kuin neulokset, muut kuin neulokset, joissa on vähintään vähintään 85 painoprosenttia on vähintään 85 painoprosenttia elastomeerilankaa, muut kuin neulokset, muut kuin neulokset, joissa on vähintään 55 painoprosenttia elastomeerilankaa tai johdetut",,site/modules/Relay/Relay.module.php,f5a5364cf9b9f4f0517ad12aa15e62f5
System and admin templates are excluded from the choices.,Järjestelmä ja admin mallit eivät sisälly valintoihin.,,site/modules/Relay/Relay.module.php,edea33aa1473a69423b4fa9b319c1ef6
System crontab,Järjestelmäkrontabi,,site/modules/Relay/Relay.module.php,ed3e1432479765f2f7680b891f8cee13
Telegram,Telegram,,site/modules/Relay/Relay.module.php,c915683f3ec888b8edcc7b06bd1428ec
Telegram administrator chat IDs,Telegram- ylläpitäjän chat-tunnukset,,site/modules/Relay/Relay.module.php,c5aaf43e47f0525c523f1658214ce647
Telegram bot token,Telegram bot- polte,,site/modules/Relay/Relay.module.php,2a50bfce0518bfdbd83d423bc8215859
Telegram delivery,Telegram-toimitus,,site/modules/Relay/Relay.module.php,6db01305cec63ac02d94c0df7781088b
Telegram delivery timeout,Telegram toimitusaikakatkaisu,,site/modules/Relay/Relay.module.php,6e21b9d7bd3cbf93cf1f8de1751903c6
Telegram notifications,Telegram-ilmoitukset,,site/modules/Relay/Relay.module.php,0f026cfdc57a9d3e0221adf5a6a6e62a
Telegram payload,Telegram:n hyötykuorma,,site/modules/Relay/Relay.module.php,44fb59600a0cb3e319734febe4797d84
"Telegram receives only the publication event, job ID, action, page title, scheduled time, workflow status, and an authenticated admin link. Notes, page content, credentials, and unpublished field values are excluded.","Telegram saa vain julkaisutapahtuman, työn tunnisteen, toiminnan, sivun otsikon, aikataulun mukaisen ajan, työnkulun tilan ja oikeaksi todistetun admin-linkin. Huomioita, sivun sisältöä, valtakirjoja ja julkaisemattomia kenttäarvoja ei oteta huomioon.",,site/modules/Relay/Relay.module.php,4ce25769237eb0aaf05c81c21934ac4e
"Telegram receives the event, job ID, action, page title, scheduled time, status, and authenticated admin link. Internal notes, credentials, unpublished fields, and page content are excluded.","Telegram vastaanottaa tapahtuman, työn tunniste, toiminta, sivun nimi, aikataulun aika, tila, ja aito admin linkki. Sisäiset muistiinpanot, tiedot, julkaisemattomat kentät, ja sivun sisältö eivät sisälly.",,site/modules/Relay/Relay.module.php,eb799b76f4380517b3a65f03f9409f50
TeleWire integration,TeleWire-integraatio,,site/modules/Relay/Relay.module.php,ebe56336ad6b1f8dc0fc8ca3f47d5482
Template,Malli,,site/modules/Relay/Relay.module.php,278c491bdd8a53618c149c4ac790da34
"Template, then time","Malli, jonka jälkeen aika",,site/modules/Relay/Relay.module.php,57cfda444a642bc1df7a3c485e60f3a8
That editorial identity is not available.,Tätä toimituksellista henkilöllisyyttä ei ole saatavilla.,,site/modules/Relay/Relay.module.php,56007d46cd54d89379e66c438ba8b50e
The cron PHP binary must use an absolute path.,Cron PHP binaryn on käytettävä absoluuttista polkua.,,site/modules/Relay/Relay.module.php,611816ea91c6b3a42c9eb237b041db4d
The demo action changed before it could be updated. Reload and try again.,Demotoiminto muuttui ennen kuin se päivitettiin. Lataa uudelleen ja yritä uudelleen.,,site/modules/Relay/Relay.module.php,bf24741245dc72bf5a7511b1026dd68f
The editorial identity cannot publish this page.,Toimituksellisen identiteetin ei voida julkaista tätä sivua.,,site/modules/Relay/Relay.module.php,c4f94b0d8597f9b86084a0167c25b824
The editorial identity cannot unpublish this page.,Toimituksellisen identiteetin ei voida avata tätä sivua.,,site/modules/Relay/Relay.module.php,6046e7956d4a1da5b28412f97d566803
The editor remains responsible for every change,Muokkain on edelleen vastuussa jokaisesta muutoksesta,,site/modules/Relay/Relay.module.php,89592dc559483ffee0485fbbc2b81c8f
The first view editors see when opening the global publishing schedule.,"Ensimmäiset kuvatoimittajat näkevät, kun avaat globaalin julkaisuaikataulun.",,site/modules/Relay/Relay.module.php,301de59d31a321c59aee9934dfb655d9
"The local CLI accepts no remote API credentials. Relay, reschedule, cancel, and run commands require --execute. The production cron worker remains a separate command.","Paikallinen CLI ei hyväksy etäohjattavia API-tunnuksia. Relay, uudelleenvaraus, peruutus ja suorituskomennot vaativat --execute:n. Tuotantokronin työntekijä pysyy erillisenä komentona.",,site/modules/Relay/Relay.module.php,5e9cd48e7b02c1e4ec15b46e0b0554e6
The page will become publicly visible at the selected date and time.,Sivu tulee julkisesti näkyviin valittuna päivänä ja kellonaikana.,,site/modules/Relay/Relay.module.php,5ef702851db7ec75248c031237cb0356
The page will be published at the start time and automatically unpublished at the end time.,Sivu julkaistaan alussa ja automaattisesti julkaisematta lopussa.,,site/modules/Relay/Relay.module.php,0025461727a3f38f67b286d0d3cbf6eb
The page will be removed from public view at the selected date and time.,Sivu poistetaan julkisesta näkymästä valittuna päivänä ja kellonaikana.,,site/modules/Relay/Relay.module.php,324263f15f143e97061db73fa27af279
The schedule changed before it could be updated. Reload and try again.,Aikataulu muuttui ennen kuin se päivitettiin. Lataa ja yritä uudelleen.,,site/modules/Relay/Relay.module.php,ed5b65fc8e47df872e8361a969a5260b
The unpublish time must be after the publish time.,Unpublish-aika on julkaistava julkaisun jälkeen.,,site/modules/Relay/Relay.module.php,b256f48698bcbd56a67cc2fe103f574e
This view is limited to the first 500 actions. Narrow the date range or filter by page.,Tämä näkymä rajoittuu ensimmäisiin 500 toimintoon. Kavenna päivämäärän vaihteluväliä tai suodata sivulta.,,site/modules/Relay/Relay.module.php,6617095af8e90baef9ed214af694badb
Three-day calendar,Kolmen päivän kalenteri,,site/modules/Relay/Relay.module.php,216ec29317538ae9831370e3ac588212
Timeline,Aikajana,,site/modules/Relay/Relay.module.php,3d1f92a565d3b1a61880236e33c49bf3
Timeout,Aikakatkaisu,,site/modules/Relay/Relay.module.php,c85a251cc457840f1e032f1b733e9398
Timing boundary,Ajoitusraja,,site/modules/Relay/Relay.module.php,2f7693a70392d8d205fcfc8fb33917e0
Timing guarantee,Ajoitustakuu,,site/modules/Relay/Relay.module.php,59e5f69a5cae791d501c40d3f447c221
Today,Tänään,,site/modules/Relay/Relay.module.php,1dd1c5fb7f25cd41b291d43a89e3aefd
Token,Token,,site/modules/Relay/Relay.module.php,459a6f79ad9b13cbcb5f692d2cc7a94d
Token actor,Token-näyttelijä,,site/modules/Relay/Relay.module.php,e9cd3513139fa56b9cacb7a1a9df2115
Token credential,Token credential,,site/modules/Relay/Relay.module.php,2a17031b5c7436758ae73f8b99428e7f
Traffic-dependent; not exact,Liikenneriippuvainen; ei tarkka,,site/modules/Relay/Relay.module.php,160bba82791037658b083547ea220f2c
Traffic-driven fallback,Liikennevetoinen varasuunnitelma,,site/modules/Relay/Relay.module.php,40f7b4c59b308653c5fd3a66375ec73f
unavailable,Ei saatavilla,,site/modules/Relay/Relay.module.php,7060e0481896e00b3f7d20f1e8e2749a
Unavailable,Ei saatavilla,,site/modules/Relay/Relay.module.php,453e6aa38d87b28ccae545967c53004f
Undo,Peru,,site/modules/Relay/Relay.module.php,1cdc076b28f70afac5fcedadf99fa119
Unknown template,Tuntematon malli,,site/modules/Relay/Relay.module.php,caeb7ef6eeac742432695cbfbe74b306
Unknown version,Tuntematon versio,,site/modules/Relay/Relay.module.php,387e333b81cffff0a5c1dda54022d2d8
Unpublish,Unpublish,,site/modules/Relay/Relay.module.php,181e9a13059454fb2212f1bf10f394ac
Unpublish date and time,Unpublish- päivämäärä ja kellonaika,,site/modules/Relay/Relay.module.php,5f50bf511f799a6e5e8df774ce09d774
Unpublished,Julkaisematon,,site/modules/Relay/Relay.module.php,0774e163cd7df482edd2abd498189f8b
Unpublish page — remove from public view,Poista sivu ... Poista julkisesta näkymästä,,site/modules/Relay/Relay.module.php,3d7ed8258d1fa9431daa7e7c9c0f07a5
Unsupported crontab interval.,Tukematon krontabiväli.,,site/modules/Relay/Relay.module.php,cbe0436307964bf4adb5ac60f11c4459
Unsupported worker settings action.,Ei tukea työntekijän asetukset toiminta.,,site/modules/Relay/Relay.module.php,5d2e322c8ba533b20f361984a7774144
Update schedule,Päivitä aikataulu,,site/modules/Relay/Relay.module.php,7db2303554a3114e1319ce0e5c6682f1
URL,URL,,site/modules/Relay/Relay.module.php,e6b391a8d2c4d45902a23a8b6585703d
Used to generate the crontab line in Interfaces. One minute is recommended for publication timing.,Käytetään crontab-linjan tuottamiseen rajapinnoissa. Yhden minuutin suositellaan julkaisun ajoituksen.,,site/modules/Relay/Relay.module.php,38d50dc182610ff7d7437a4f7f651418
Used when the page composer opens. Enter a 24-hour time such as 09:00.,"Käytetään, kun sivun säveltäjä avautuu. Kirjoita 24 tunnin aika, kuten 09:00.",,site/modules/Relay/Relay.module.php,d85f4acf0f24b317cf32ddbe9e3ace21
Use request-triggered processing only when a system cron is unavailable; publication timing is not exact.,"Käytä pyyntö-triggered käsittelyä vain, jos järjestelmä cron ei ole saatavilla; julkaisu ajoitus ei ole tarkka.",,site/modules/Relay/Relay.module.php,8ed4620a0c5c6d82423ae90a510a4dbd
Use Squad default,Käytä Squad-oletus,,site/modules/Relay/Relay.module.php,ed6b70adfc15258a993bfdc380f6202d
Uses TeleWire with Relay-owned credentials. Delivery failures never block scheduling or worker execution.,Käyttää TeleWire Relay-omistettuja valtakirjoja. Toimitusviat eivät koskaan estä aikataulutusta tai työntekijöiden suoritusta.,,site/modules/Relay/Relay.module.php,1a679bbcdd3dbca5ed2bcdf8db9773e1
Verify path,Tarkista polku,,site/modules/Relay/Relay.module.php,ea0622132e10c30a3825ac1290dce969
Version,Versio,,site/modules/Relay/Relay.module.php,34b6cd75171affba6957e308dcbd92be
Versioned JSON API,Versiottu JSON API,,site/modules/Relay/Relay.module.php,9f45df513d8330f482b9136d9280b933
View details,Näytä tiedot,,site/modules/Relay/Relay.module.php,6e9783376d951cfd780e9fdb67a0f02c
View guide,Näytä opas,,site/modules/Relay/Relay.module.php,bd88923f0c9ed90337d46b307d2db0c0
View publication,Näytä julkaisu,,site/modules/Relay/Relay.module.php,4bd261e9317cac5c142ecff3b338f70b
Week,Viikko,,site/modules/Relay/Relay.module.php,d2ce009594dcc60befa6a4e6cbeb71fc
Week calendar,Viikon kalenteri,,site/modules/Relay/Relay.module.php,73b400870ae42805d484abfe1ab22672
When,Milloin,,site/modules/Relay/Relay.module.php,4e97aeeaa8b15ca1180fcd1f3ac478d1
WireMail provider,WireMail-palveluntarjoaja,,site/modules/Relay/Relay.module.php,ba8eadbaf0afa17524d7e45cbd03e28e
Worker,Työntekijä,,site/modules/Relay/Relay.module.php,62efb9ec331e364b96efe68c8b03ca20
Worker and resilience,Työntekijä ja sietokyky,,site/modules/Relay/Relay.module.php,fdb167a27270e0f8813dfbd99798d796
Worker is processing jobs,Työntekijä käsittelee työpaikkoja,,site/modules/Relay/Relay.module.php,ff9e3ff8b90a1b3df939bf14c6e5ac2e
Worker script,Työntekijän skripti,,site/modules/Relay/Relay.module.php,6a1f4c4267380d303284e243d78ca3b1
Workflow board,Työvirtalevy,,site/modules/Relay/Relay.module.php,44ea1fd1cf8d30c84c82517187e32b61
You cannot choose another editorial identity.,Et voi valita toista pääkirjoitusidentiteettiä.,,site/modules/Relay/Relay.module.php,c9ead31d055944e5901624db6159dcd6
You cannot schedule this page.,Et voi varata tätä sivua.,,site/modules/Relay/Relay.module.php,736325c3318166ea2cc0b8029d69fd77
You do not have permission to manage schedules.,Sinulla ei ole lupaa hallita aikatauluja.,,site/modules/Relay/Relay.module.php,3aa7945fd4b4ec5c8aa613a5bb1c634d
